L_kpc	mDM_GeV	R_GV	flux
1	33.2	1.37331724e-01	1.53105471e-11
1	33.2	1.39801434e-01	1.61418552e-11
1	33.2	1.42315558e-01	1.70178257e-11
1	33.2	1.44874895e-01	1.79408250e-11
1	33.2	1.47480258e-01	1.89133431e-11
1	33.2	1.50132474e-01	1.99380004e-11
1	33.2	1.52832387e-01	2.10175545e-11
1	33.2	1.55580853e-01	2.21549072e-11
1	33.2	1.58378747e-01	2.33531127e-11
1	33.2	1.61226957e-01	2.46153852e-11
1	33.2	1.64126387e-01	2.59451076e-11
1	33.2	1.67077960e-01	2.73458409e-11
1	33.2	1.70082612e-01	2.88213337e-11
1	33.2	1.73141299e-01	3.03755322e-11
1	33.2	1.76254991e-01	3.20125901e-11
1	33.2	1.79424679e-01	3.37368584e-11
1	33.2	1.82651369e-01	3.55528935e-11
1	33.2	1.85936087e-01	3.74654812e-11
1	33.2	1.89279875e-01	3.94796487e-11
1	33.2	1.92683796e-01	4.16006752e-11
1	33.2	1.96148932e-01	4.38341041e-11
1	33.2	1.99676383e-01	4.61857547e-11
1	33.2	2.03267270e-01	4.86615707e-11
1	33.2	2.06922734e-01	5.12676625e-11
1	33.2	2.10643936e-01	5.40106495e-11
1	33.2	2.14432059e-01	5.68974619e-11
1	33.2	2.18288306e-01	5.99353551e-11
1	33.2	2.22213901e-01	6.31319215e-11
1	33.2	2.26210092e-01	6.64951035e-11
1	33.2	2.30278150e-01	7.00332059e-11
1	33.2	2.34419365e-01	7.37549087e-11
1	33.2	2.38635054e-01	7.76692797e-11
1	33.2	2.42926555e-01	8.17857874e-11
1	33.2	2.47295234e-01	8.61143132e-11
1	33.2	2.51742476e-01	9.06651639e-11
1	33.2	2.56269696e-01	9.54490920e-11
1	33.2	2.60878331e-01	1.00477342e-10
1	33.2	2.65569845e-01	1.05761648e-10
1	33.2	2.70345730e-01	1.11314247e-10
1	33.2	2.75207502e-01	1.17147891e-10
1	33.2	2.80156706e-01	1.23275869e-10
1	33.2	2.85194914e-01	1.29712021e-10
1	33.2	2.90323726e-01	1.36470760e-10
1	33.2	2.95544773e-01	1.43567088e-10
1	33.2	3.00859713e-01	1.51016621e-10
1	33.2	3.06270234e-01	1.58835603e-10
1	33.2	3.11778056e-01	1.67040937e-10
1	33.2	3.17384927e-01	1.75650184e-10
1	33.2	3.23092630e-01	1.84681408e-10
1	33.2	3.28902978e-01	1.94153166e-10
1	33.2	3.34817816e-01	2.04084607e-10
1	33.2	3.40839024e-01	2.14495458e-10
1	33.2	3.46968515e-01	2.25406014e-10
1	33.2	3.53208235e-01	2.36837118e-10
1	33.2	3.59560168e-01	2.48810132e-10
1	33.2	3.66026331e-01	2.61346909e-10
1	33.2	3.72608778e-01	2.74469736e-10
1	33.2	3.79309601e-01	2.88201193e-10
1	33.2	3.86130928e-01	3.02564107e-10
1	33.2	3.93074927e-01	3.17581495e-10
1	33.2	4.00143804e-01	3.33276460e-10
1	33.2	4.07339804e-01	3.49672078e-10
1	33.2	4.14665214e-01	3.66791250e-10
1	33.2	4.22122360e-01	3.84656409e-10
1	33.2	4.29713613e-01	4.03288460e-10
1	33.2	4.37441382e-01	4.22706730e-10
1	33.2	4.45308125e-01	4.42928889e-10
1	33.2	4.53316339e-01	4.63970525e-10
1	33.2	4.61468569e-01	4.85844659e-10
1	33.2	4.69767406e-01	5.08560593e-10
1	33.2	4.78215484e-01	5.32121515e-10
1	33.2	4.86815489e-01	5.56524627e-10
1	33.2	4.95570152e-01	5.81760472e-10
1	33.2	5.04482256e-01	6.07811780e-10
1	33.2	5.13554630e-01	6.34648072e-10
1	33.2	5.22790158e-01	6.62212616e-10
1	33.2	5.32191773e-01	6.90426920e-10
1	33.2	5.41762462e-01	7.19190033e-10
1	33.2	5.51505266e-01	7.48375388e-10
1	33.2	5.61423281e-01	7.77826955e-10
1	33.2	5.71519656e-01	8.07355998e-10
1	33.2	5.81797600e-01	8.36737513e-10
1	33.2	5.92260377e-01	8.65685757e-10
1	33.2	6.02911312e-01	8.93629043e-10
1	33.2	6.13753789e-01	9.19740567e-10
1	33.2	6.24791252e-01	9.43036948e-10
1	33.2	6.36027207e-01	9.62585243e-10
1	33.2	6.47465225e-01	9.77920341e-10
1	33.2	6.59108938e-01	9.88730048e-10
1	33.2	6.70962047e-01	9.94797814e-10
1	33.2	6.83028317e-01	9.96177420e-10
1	33.2	6.95311580e-01	9.93123920e-10
1	33.2	7.07815740e-01	9.85974372e-10
1	33.2	7.20544769e-01	9.74727864e-10
1	33.2	7.33502712e-01	9.59189226e-10
1	33.2	7.46693683e-01	9.39204921e-10
1	33.2	7.60121875e-01	9.14615531e-10
1	33.2	7.73791554e-01	8.85308905e-10
1	33.2	7.87707061e-01	8.51189029e-10
1	33.2	8.01872819e-01	8.12032457e-10
1	33.2	8.16293327e-01	7.67732486e-10
1	33.2	8.30973166e-01	7.18334309e-10
1	33.2	8.45917001e-01	6.64090916e-10
1	33.2	8.61129579e-01	6.05238981e-10
1	33.2	8.76615733e-01	5.41352139e-10
1	33.2	8.92380383e-01	4.72732417e-10
1	33.2	9.08428537e-01	4.01662385e-10
1	33.2	9.24765293e-01	3.31287469e-10
1	33.2	9.41395842e-01	2.60503762e-10
1	33.2	9.58325468e-01	1.87436170e-10
1	33.2	9.75559547e-01	1.21629858e-10
1	33.2	9.93103556e-01	7.57154817e-11
1	33.2	1.01096307e+00	4.78171793e-11
1	33.2	1.02914376e+00	3.04203405e-11
1	33.2	1.04765140e+00	1.91691948e-11
1	33.2	1.06649188e+00	1.19788804e-11
1	33.2	1.08567117e+00	7.46386905e-12
1	33.2	1.10519538e+00	4.63533049e-12
1	33.2	1.12507070e+00	2.86588560e-12
1	33.2	1.14530345e+00	1.76460698e-12
1	33.2	1.16590005e+00	1.08264140e-12
1	33.2	1.18686705e+00	6.61918958e-13
1	33.2	1.20821112e+00	4.03322997e-13
1	33.2	1.22993903e+00	2.44975087e-13
1	33.2	1.25205768e+00	1.48353478e-13
1	33.2	1.27457410e+00	8.95893049e-14
1	33.2	1.29749545e+00	5.39606678e-14
1	33.2	1.32082900e+00	3.24222681e-14
1	33.2	1.34458218e+00	1.94372731e-14
1	33.2	1.36876252e+00	1.16287705e-14
1	33.2	1.39337771e+00	6.94415466e-15
1	33.2	1.41843556e+00	4.13972988e-15
1	33.2	1.44394405e+00	2.46417016e-15
1	33.2	1.46991127e+00	1.46485098e-15
1	33.2	1.49634547e+00	8.69795224e-16
1	33.2	1.52325505e+00	5.15960812e-16
1	33.2	1.55064856e+00	3.05820270e-16
1	33.2	1.57853470e+00	1.81149715e-16
1	33.2	1.60692234e+00	1.07250922e-16
1	33.2	1.63582048e+00	6.34782028e-17
1	33.2	1.66523832e+00	3.75642442e-17
1	33.2	1.69518519e+00	2.22287650e-17
1	33.2	1.72567061e+00	1.31555448e-17
1	33.2	1.75670427e+00	7.78780936e-18
1	33.2	1.78829602e+00	4.61203824e-18
1	33.2	1.82045591e+00	2.73273673e-18
1	33.2	1.85319414e+00	1.62025838e-18
1	33.2	1.88652112e+00	9.61401521e-19
1	33.2	1.92044744e+00	5.70965748e-19
1	33.2	1.95498387e+00	3.39429070e-19
1	33.2	1.99014139e+00	2.02008260e-19
1	33.2	2.02593117e+00	1.20369426e-19
1	33.2	2.06236458e+00	7.18182201e-20
1	33.2	2.09945318e+00	4.29108845e-20
1	33.2	2.13720877e+00	2.56777164e-20
1	33.2	2.17564334e+00	1.53901152e-20
1	33.2	2.21476910e+00	9.23981171e-21
1	33.2	2.25459848e+00	5.55722863e-21
1	33.2	2.29514413e+00	3.34860769e-21
1	33.2	2.33641893e+00	2.02170154e-21
1	33.2	2.37843600e+00	1.22307039e-21
1	33.2	2.42120869e+00	7.41483199e-22
1	33.2	2.46475058e+00	4.50504817e-22
1	33.2	2.50907551e+00	2.74332731e-22
1	33.2	2.55419756e+00	1.67442862e-22
1	33.2	2.60013106e+00	1.02446282e-22
1	33.2	2.64689061e+00	6.28340386e-23
1	33.2	2.69449106e+00	3.86358510e-23
1	33.2	2.74294753e+00	2.38182059e-23
1	33.2	2.79227542e+00	1.47223005e-23
1	33.2	2.84249041e+00	9.12460123e-24
1	33.2	2.89360843e+00	5.67081531e-24
1	33.2	2.94564574e+00	3.53419317e-24
1	33.2	2.99861886e+00	2.20884611e-24
1	33.2	3.05254463e+00	1.38447473e-24
1	33.2	3.10744017e+00	8.70279723e-25
1	33.2	3.16332293e+00	5.48644873e-25
1	33.2	3.22021066e+00	3.46879968e-25
1	33.2	3.27812143e+00	2.19942501e-25
1	33.2	3.33707365e+00	1.39847283e-25
1	33.2	3.39708603e+00	8.91596495e-26
1	33.2	3.45817764e+00	5.69877734e-26
1	33.2	3.52036790e+00	3.65082985e-26
1	33.2	3.58367656e+00	2.34345550e-26
1	33.2	3.64812373e+00	1.50657735e-26
1	33.2	3.71372989e+00	9.69535142e-27
1	33.2	3.78051589e+00	6.24164666e-27
1	33.2	3.84850293e+00	4.01695372e-27
1	33.2	3.91771261e+00	2.58253796e-27
1	33.2	3.98816694e+00	1.65748996e-27
1	33.2	4.05988828e+00	1.06130679e-27
1	33.2	4.13289942e+00	6.77624001e-28
1	33.2	4.20722356e+00	4.31230327e-28
1	33.2	4.28288431e+00	2.73436774e-28
1	33.2	4.35990571e+00	1.72710978e-28
1	33.2	4.43831223e+00	1.08646012e-28
1	33.2	4.51812877e+00	6.80572897e-29
1	33.2	4.59938070e+00	4.24476910e-29
1	33.2	4.68209382e+00	2.63581294e-29
1	33.2	4.76629442e+00	1.62939557e-29
1	33.2	4.85200924e+00	1.00268778e-29
1	33.2	4.93926552e+00	6.14202777e-30
1	33.2	5.02809098e+00	3.74495760e-30
1	33.2	5.11851383e+00	2.27276788e-30
1	33.2	5.21056280e+00	1.37284480e-30
1	33.2	5.30426714e+00	8.25338056e-31
1	33.2	5.39965661e+00	4.93824610e-31
1	33.2	5.49676153e+00	2.94056415e-31
1	33.2	5.59561273e+00	1.74257886e-31
1	33.2	5.69624163e+00	1.02764928e-31
1	33.2	5.79868019e+00	6.03080015e-32
1	33.2	5.90296096e+00	3.52183717e-32
1	33.2	6.00911706e+00	2.04651360e-32
1	33.2	6.11718223e+00	1.18330755e-32
1	33.2	6.22719079e+00	6.80776839e-33
1	33.2	6.33917769e+00	3.89692833e-33
1	33.2	6.45317852e+00	2.21940638e-33
1	33.2	6.56922948e+00	1.25757567e-33
1	33.2	6.68736745e+00	7.08925008e-34
