L_kpc	mDM_GeV	R_GV	flux
1	23.5	1.37331724e-01	2.32573109e-06
1	23.5	1.39801434e-01	2.45210342e-06
1	23.5	1.42315558e-01	2.58529716e-06
1	23.5	1.44874895e-01	2.72567660e-06
1	23.5	1.47480258e-01	2.87362519e-06
1	23.5	1.50132474e-01	3.02954644e-06
1	23.5	1.52832387e-01	3.19386502e-06
1	23.5	1.55580853e-01	3.36702777e-06
1	23.5	1.58378747e-01	3.54950488e-06
1	23.5	1.61226957e-01	3.74179101e-06
1	23.5	1.64126387e-01	3.94440659e-06
1	23.5	1.67077960e-01	4.15789908e-06
1	23.5	1.70082612e-01	4.38284433e-06
1	23.5	1.73141299e-01	4.61984800e-06
1	23.5	1.76254991e-01	4.86954706e-06
1	23.5	1.79424679e-01	5.13261114e-06
1	23.5	1.82651369e-01	5.40974415e-06
1	23.5	1.85936087e-01	5.70168607e-06
1	23.5	1.89279875e-01	6.00921472e-06
1	23.5	1.92683796e-01	6.33314759e-06
1	23.5	1.96148932e-01	6.67434379e-06
1	23.5	1.99676383e-01	7.03370599e-06
1	23.5	2.03267270e-01	7.41216777e-06
1	23.5	2.06922734e-01	7.81069877e-06
1	23.5	2.10643936e-01	8.23033654e-06
1	23.5	2.14432059e-01	8.67216964e-06
1	23.5	2.18288306e-01	9.13734020e-06
1	23.5	2.22213901e-01	9.62704621e-06
1	23.5	2.26210092e-01	1.01425441e-05
1	23.5	2.30278150e-01	1.06851511e-05
1	23.5	2.34419365e-01	1.12562481e-05
1	23.5	2.38635054e-01	1.18572823e-05
1	23.5	2.42926555e-01	1.24897700e-05
1	23.5	2.47295234e-01	1.31552996e-05
1	23.5	2.51742476e-01	1.38555344e-05
1	23.5	2.56269696e-01	1.45922160e-05
1	23.5	2.60878331e-01	1.53671675e-05
1	23.5	2.65569845e-01	1.61822970e-05
1	23.5	2.70345730e-01	1.70396006e-05
1	23.5	2.75207502e-01	1.79411661e-05
1	23.5	2.80156706e-01	1.88891762e-05
1	23.5	2.85194914e-01	1.98859127e-05
1	23.5	2.90323726e-01	2.09337598e-05
1	23.5	2.95544773e-01	2.20352080e-05
1	23.5	3.00859713e-01	2.31928582e-05
1	23.5	3.06270234e-01	2.44094254e-05
1	23.5	3.11778056e-01	2.56877428e-05
1	23.5	3.17384927e-01	2.70307662e-05
1	23.5	3.23092630e-01	2.84415760e-05
1	23.5	3.28902978e-01	2.99233820e-05
1	23.5	3.34817816e-01	3.14795276e-05
1	23.5	3.40839024e-01	3.31134942e-05
1	23.5	3.46968515e-01	3.48289051e-05
1	23.5	3.53208235e-01	3.66295294e-05
1	23.5	3.59560168e-01	3.85192864e-05
1	23.5	3.66026331e-01	4.05022487e-05
1	23.5	3.72608778e-01	4.25826470e-05
1	23.5	3.79309601e-01	4.47648739e-05
1	23.5	3.86130928e-01	4.70534872e-05
1	23.5	3.93074927e-01	4.94532140e-05
1	23.5	4.00143804e-01	5.19689536e-05
1	23.5	4.07339804e-01	5.46057808e-05
1	23.5	4.14665214e-01	5.73689493e-05
1	23.5	4.22122360e-01	6.02638943e-05
1	23.5	4.29713613e-01	6.32962341e-05
1	23.5	4.37441382e-01	6.64717735e-05
1	23.5	4.45308125e-01	6.97965050e-05
1	23.5	4.53316339e-01	7.32766113e-05
1	23.5	4.61468569e-01	7.69184660e-05
1	23.5	4.69767406e-01	8.07286354e-05
1	23.5	4.78215484e-01	8.47138798e-05
1	23.5	4.86815489e-01	8.88811531e-05
1	23.5	4.95570152e-01	9.32376028e-05
1	23.5	5.04482256e-01	9.77905685e-05
1	23.5	5.13554630e-01	1.02547584e-04
1	23.5	5.22790158e-01	1.07516380e-04
1	23.5	5.32191773e-01	1.12704882e-04
1	23.5	5.41762462e-01	1.18121204e-04
1	23.5	5.51505266e-01	1.23773648e-04
1	23.5	5.61423281e-01	1.29670696e-04
1	23.5	5.71519656e-01	1.35821007e-04
1	23.5	5.81797600e-01	1.42233419e-04
1	23.5	5.92260377e-01	1.48916950e-04
1	23.5	6.02911312e-01	1.55880925e-04
1	23.5	6.13753789e-01	1.63134966e-04
1	23.5	6.24791252e-01	1.70688938e-04
1	23.5	6.36027207e-01	1.78552777e-04
1	23.5	6.47465225e-01	1.86736084e-04
1	23.5	6.59108938e-01	1.95248381e-04
1	23.5	6.70962047e-01	2.04099152e-04
1	23.5	6.83028317e-01	2.13297755e-04
1	23.5	6.95311580e-01	2.22853391e-04
1	23.5	7.07815740e-01	2.32775093e-04
1	23.5	7.20544769e-01	2.43072009e-04
1	23.5	7.33502712e-01	2.53753308e-04
1	23.5	7.46693683e-01	2.64827964e-04
1	23.5	7.60121875e-01	2.76304607e-04
1	23.5	7.73791554e-01	2.88191504e-04
1	23.5	7.87707061e-01	3.00496469e-04
1	23.5	8.01872819e-01	3.13226608e-04
1	23.5	8.16293327e-01	3.26388357e-04
1	23.5	8.30973166e-01	3.39986929e-04
1	23.5	8.45917001e-01	3.54026019e-04
1	23.5	8.61129579e-01	3.68507771e-04
1	23.5	8.76615733e-01	3.83431662e-04
1	23.5	8.92380383e-01	3.98794629e-04
1	23.5	9.08428537e-01	4.14587689e-04
1	23.5	9.24765293e-01	4.30795759e-04
1	23.5	9.41395842e-01	4.47398724e-04
1	23.5	9.58325468e-01	4.64370699e-04
1	23.5	9.75559547e-01	4.81665309e-04
1	23.5	9.93103556e-01	4.99188309e-04
1	23.5	1.01096307e+00	5.16870361e-04
1	23.5	1.02914376e+00	5.34787742e-04
1	23.5	1.04765140e+00	5.53043463e-04
1	23.5	1.06649188e+00	5.71658218e-04
1	23.5	1.08567117e+00	5.90627820e-04
1	23.5	1.10519538e+00	6.09958368e-04
1	23.5	1.12507070e+00	6.29654632e-04
1	23.5	1.14530345e+00	6.49708553e-04
1	23.5	1.16590005e+00	6.70106047e-04
