L_kpc	mDM_GeV	R_GV	flux
1	12.56	1.37331724e-01	4.14027660e-25
1	12.56	1.39801434e-01	4.20086563e-25
1	12.56	1.42315558e-01	4.25957957e-25
1	12.56	1.44874895e-01	4.31627402e-25
1	12.56	1.47480258e-01	4.37080456e-25
1	12.56	1.50132474e-01	4.42302719e-25
1	12.56	1.52832387e-01	4.47279890e-25
1	12.56	1.55580853e-01	4.51997814e-25
1	12.56	1.58378747e-01	4.56442545e-25
1	12.56	1.61226957e-01	4.60600397e-25
1	12.56	1.64126387e-01	4.64458002e-25
1	12.56	1.67077960e-01	4.68002377e-25
1	12.56	1.70082612e-01	4.71220973e-25
1	12.56	1.73141299e-01	4.74101748e-25
1	12.56	1.76254991e-01	4.76633219e-25
1	12.56	1.79424679e-01	4.78804526e-25
1	12.56	1.82651369e-01	4.80605496e-25
1	12.56	1.85936087e-01	4.82026699e-25
1	12.56	1.89279875e-01	4.83059507e-25
1	12.56	1.92683796e-01	4.83696153e-25
1	12.56	1.96148932e-01	4.83929654e-25
1	12.56	1.99676383e-01	4.83753565e-25
1	12.56	2.03267270e-01	4.82972943e-25
1	12.56	2.06922734e-01	4.81295081e-25
1	12.56	2.10643936e-01	4.78702795e-25
1	12.56	2.14432059e-01	4.75181997e-25
1	12.56	2.18288306e-01	4.70724431e-25
1	12.56	2.22213901e-01	4.65327787e-25
1	12.56	2.26210092e-01	4.58995887e-25
1	12.56	2.30278150e-01	4.51738974e-25
1	12.56	2.34419365e-01	4.43573933e-25
1	12.56	2.38635054e-01	4.34524449e-25
1	12.56	2.42926555e-01	4.24621071e-25
1	12.56	2.47295234e-01	4.13901210e-25
1	12.56	2.51742476e-01	4.02409022e-25
1	12.56	2.56269696e-01	3.90195218e-25
1	12.56	2.60878331e-01	3.77316754e-25
1	12.56	2.65569845e-01	3.63836433e-25
1	12.56	2.70345730e-01	3.49822395e-25
1	12.56	2.75207502e-01	3.35347517e-25
1	12.56	2.80156706e-01	3.20488716e-25
1	12.56	2.85194914e-01	3.05326173e-25
1	12.56	2.90323726e-01	2.89942472e-25
1	12.56	2.95544773e-01	2.74421690e-25
1	12.56	3.00859713e-01	2.58848429e-25
1	12.56	3.06270234e-01	2.43306827e-25
1	12.56	3.11778056e-01	2.27879547e-25
1	12.56	3.17384927e-01	2.12646787e-25
1	12.56	3.23092630e-01	1.97685306e-25
1	12.56	3.28902978e-01	1.83067508e-25
1	12.56	3.34817816e-01	1.68860584e-25
1	12.56	3.40839024e-01	1.55125750e-25
