L_kpc	mDM_GeV	R_GV	flux
1	18.8	1.37331724e-01	6.07610969e-06
1	18.8	1.39801434e-01	6.40442900e-06
1	18.8	1.42315558e-01	6.75034050e-06
1	18.8	1.44874895e-01	7.11477437e-06
1	18.8	1.47480258e-01	7.49870897e-06
1	18.8	1.50132474e-01	7.90317317e-06
1	18.8	1.52832387e-01	8.32924892e-06
1	18.8	1.55580853e-01	8.77807388e-06
1	18.8	1.58378747e-01	9.25084415e-06
1	18.8	1.61226957e-01	9.74881715e-06
1	18.8	1.64126387e-01	1.02733147e-05
1	18.8	1.67077960e-01	1.08257261e-05
1	18.8	1.70082612e-01	1.14075114e-05
1	18.8	1.73141299e-01	1.20202050e-05
1	18.8	1.76254991e-01	1.26654191e-05
1	18.8	1.79424679e-01	1.33448476e-05
1	18.8	1.82651369e-01	1.40602697e-05
1	18.8	1.85936087e-01	1.48135546e-05
1	18.8	1.89279875e-01	1.56066651e-05
1	18.8	1.92683796e-01	1.64416627e-05
1	18.8	1.96148932e-01	1.73207115e-05
1	18.8	1.99676383e-01	1.82460836e-05
1	18.8	2.03267270e-01	1.92200692e-05
1	18.8	2.06922734e-01	2.02450025e-05
1	18.8	2.10643936e-01	2.13234557e-05
1	18.8	2.14432059e-01	2.24581217e-05
1	18.8	2.18288306e-01	2.36518200e-05
1	18.8	2.22213901e-01	2.49075021e-05
1	18.8	2.26210092e-01	2.62282566e-05
1	18.8	2.30278150e-01	2.76173148e-05
1	18.8	2.34419365e-01	2.90780561e-05
1	18.8	2.38635054e-01	3.06140138e-05
1	18.8	2.42926555e-01	3.22288816e-05
1	18.8	2.47295234e-01	3.39265188e-05
1	18.8	2.51742476e-01	3.57109571e-05
1	18.8	2.56269696e-01	3.75864063e-05
1	18.8	2.60878331e-01	3.95572590e-05
1	18.8	2.65569845e-01	4.16280974e-05
1	18.8	2.70345730e-01	4.38037008e-05
1	18.8	2.75207502e-01	4.60890513e-05
1	18.8	2.80156706e-01	4.84893407e-05
1	18.8	2.85194914e-01	5.10099770e-05
1	18.8	2.90323726e-01	5.36565907e-05
1	18.8	2.95544773e-01	5.64350414e-05
1	18.8	3.00859713e-01	5.93514240e-05
1	18.8	3.06270234e-01	6.24120753e-05
1	18.8	3.11778056e-01	6.56235800e-05
1	18.8	3.17384927e-01	6.89927768e-05
1	18.8	3.23092630e-01	7.25267641e-05
1	18.8	3.28902978e-01	7.62329050e-05
1	18.8	3.34817816e-01	8.01188335e-05
1	18.8	3.40839024e-01	8.41924593e-05
1	18.8	3.46968515e-01	8.84619727e-05
1	18.8	3.53208235e-01	9.29358488e-05
1	18.8	3.59560168e-01	9.76228511e-05
1	18.8	3.66026331e-01	1.02532036e-04
1	18.8	3.72608778e-01	1.07672752e-04
1	18.8	3.79309601e-01	1.13054639e-04
1	18.8	3.86130928e-01	1.18687628e-04
1	18.8	3.93074927e-01	1.24581942e-04
1	18.8	4.00143804e-01	1.30748100e-04
1	18.8	4.07339804e-01	1.37196906e-04
1	18.8	4.14665214e-01	1.43939453e-04
1	18.8	4.22122360e-01	1.50987112e-04
1	18.8	4.29713613e-01	1.58351510e-04
1	18.8	4.37441382e-01	1.66044526e-04
1	18.8	4.45308125e-01	1.74078283e-04
1	18.8	4.53316339e-01	1.82465135e-04
1	18.8	4.61468569e-01	1.91217644e-04
1	18.8	4.69767406e-01	2.00348548e-04
1	18.8	4.78215484e-01	2.09870667e-04
1	18.8	4.86815489e-01	2.19796910e-04
1	18.8	4.95570152e-01	2.30140249e-04
1	18.8	5.04482256e-01	2.40913670e-04
1	18.8	5.13554630e-01	2.52130091e-04
1	18.8	5.22790158e-01	2.63802204e-04
1	18.8	5.32191773e-01	2.75942458e-04
1	18.8	5.41762462e-01	2.88562997e-04
1	18.8	5.51505266e-01	3.01675491e-04
1	18.8	5.61423281e-01	3.15290184e-04
1	18.8	5.71519656e-01	3.29415735e-04
1	18.8	5.81797600e-01	3.44059429e-04
1	18.8	5.92260377e-01	3.59227029e-04
1	18.8	6.02911312e-01	3.74923604e-04
1	18.8	6.13753789e-01	3.91153134e-04
1	18.8	6.24791252e-01	4.07917798e-04
1	18.8	6.36027207e-01	4.25210830e-04
1	18.8	6.47465225e-01	4.43001474e-04
1	18.8	6.59108938e-01	4.61243482e-04
1	18.8	6.70962047e-01	4.79885782e-04
1	18.8	6.83028317e-01	4.98934812e-04
1	18.8	6.95311580e-01	5.18437571e-04
1	18.8	7.07815740e-01	5.38453960e-04
1	18.8	7.20544769e-01	5.59008929e-04
1	18.8	7.33502712e-01	5.80101423e-04
1	18.8	7.46693683e-01	6.01729913e-04
1	18.8	7.60121875e-01	6.23898298e-04
1	18.8	7.73791554e-01	6.46614312e-04
1	18.8	7.87707061e-01	6.69884870e-04
1	18.8	8.01872819e-01	6.93709626e-04
1	18.8	8.16293327e-01	7.18085926e-04
1	18.8	8.30973166e-01	7.43010180e-04
1	18.8	8.45917001e-01	7.68477842e-04
1	18.8	8.61129579e-01	7.94482959e-04
1	18.8	8.76615733e-01	8.21016671e-04
1	18.8	8.92380383e-01	8.48067978e-04
1	18.8	9.08428537e-01	8.75622147e-04
1	18.8	9.24765293e-01	9.03660744e-04
1	18.8	9.41395842e-01	9.32162169e-04
1	18.8	9.58325468e-01	9.61101242e-04
1	18.8	9.75559547e-01	9.90441664e-04
1	18.8	9.93103556e-01	1.02012246e-03
1	18.8	1.01096307e+00	1.05008371e-03
1	18.8	1.02914376e+00	1.08029900e-03
1	18.8	1.04765140e+00	1.11075669e-03
1	18.8	1.06649188e+00	1.14146635e-03
1	18.8	1.08567117e+00	1.17243964e-03
1	18.8	1.10519538e+00	1.20365591e-03
1	18.8	1.12507070e+00	1.23508309e-03
