L_kpc	mDM_GeV	R_GV	flux
1	96.27	1.37331724e-01	3.96844335e-10
1	96.27	1.39801434e-01	4.18446064e-10
1	96.27	1.42315558e-01	4.41217936e-10
1	96.27	1.44874895e-01	4.65222855e-10
1	96.27	1.47480258e-01	4.90527066e-10
1	96.27	1.50132474e-01	5.17200328e-10
1	96.27	1.52832387e-01	5.45316101e-10
1	96.27	1.55580853e-01	5.74951735e-10
1	96.27	1.58378747e-01	6.06188673e-10
1	96.27	1.61226957e-01	6.39112661e-10
1	96.27	1.64126387e-01	6.73813976e-10
1	96.27	1.67077960e-01	7.10387654e-10
1	96.27	1.70082612e-01	7.48933739e-10
1	96.27	1.73141299e-01	7.89557540e-10
1	96.27	1.76254991e-01	8.32369905e-10
1	96.27	1.79424679e-01	8.77487565e-10
1	96.27	1.82651369e-01	9.25033439e-10
1	96.27	1.85936087e-01	9.75136922e-10
1	96.27	1.89279875e-01	1.02793422e-09
1	96.27	1.92683796e-01	1.08356869e-09
1	96.27	1.96148932e-01	1.14219125e-09
1	96.27	1.99676383e-01	1.20396072e-09
1	96.27	2.03267270e-01	1.26904395e-09
1	96.27	2.06922734e-01	1.33761663e-09
1	96.27	2.10643936e-01	1.40986439e-09
1	96.27	2.14432059e-01	1.48598281e-09
1	96.27	2.18288306e-01	1.56617801e-09
1	96.27	2.22213901e-01	1.65066720e-09
1	96.27	2.26210092e-01	1.73967939e-09
1	96.27	2.30278150e-01	1.83345608e-09
1	96.27	2.34419365e-01	1.93225201e-09
1	96.27	2.38635054e-01	2.03633603e-09
1	96.27	2.42926555e-01	2.14599192e-09
1	96.27	2.47295234e-01	2.26151946e-09
1	96.27	2.51742476e-01	2.38323542e-09
1	96.27	2.56269696e-01	2.51147409e-09
1	96.27	2.60878331e-01	2.64658615e-09
1	96.27	2.65569845e-01	2.78894081e-09
1	96.27	2.70345730e-01	2.93892737e-09
1	96.27	2.75207502e-01	3.09695629e-09
1	96.27	2.80156706e-01	3.26346040e-09
1	96.27	2.85194914e-01	3.43889606e-09
1	96.27	2.90323726e-01	3.62374446e-09
1	96.27	2.95544773e-01	3.81851289e-09
1	96.27	3.00859713e-01	4.02373617e-09
1	96.27	3.06270234e-01	4.23997801e-09
1	96.27	3.11778056e-01	4.46783251e-09
1	96.27	3.17384927e-01	4.70792510e-09
1	96.27	3.23092630e-01	4.96090806e-09
1	96.27	3.28902978e-01	5.22746101e-09
1	96.27	3.34817816e-01	5.50829433e-09
1	96.27	3.40839024e-01	5.80414926e-09
1	96.27	3.46968515e-01	6.11579762e-09
1	96.27	3.53208235e-01	6.44404108e-09
1	96.27	3.59560168e-01	6.78971000e-09
1	96.27	3.66026331e-01	7.15366147e-09
1	96.27	3.72608778e-01	7.53678310e-09
1	96.27	3.79309601e-01	7.94003338e-09
1	96.27	3.86130928e-01	8.36443234e-09
1	96.27	3.93074927e-01	8.81104812e-09
1	96.27	4.00143804e-01	9.28099876e-09
1	96.27	4.07339804e-01	9.77545415e-09
1	96.27	4.14665214e-01	1.02956380e-08
1	96.27	4.22122360e-01	1.08428294e-08
