L_kpc	mDM_GeV	R_GV	flux
1	14.03	1.37331724e-01	1.73771983e-05
1	14.03	1.39801434e-01	1.83030088e-05
1	14.03	1.42315558e-01	1.92774871e-05
1	14.03	1.44874895e-01	2.03031396e-05
1	14.03	1.47480258e-01	2.13825980e-05
1	14.03	1.50132474e-01	2.25186248e-05
1	14.03	1.52832387e-01	2.37141194e-05
1	14.03	1.55580853e-01	2.49721248e-05
1	14.03	1.58378747e-01	2.62958342e-05
1	14.03	1.61226957e-01	2.76885978e-05
1	14.03	1.64126387e-01	2.91539305e-05
1	14.03	1.67077960e-01	3.06955187e-05
1	14.03	1.70082612e-01	3.23172290e-05
1	14.03	1.73141299e-01	3.40231157e-05
1	14.03	1.76254991e-01	3.58174298e-05
1	14.03	1.79424679e-01	3.77046275e-05
1	14.03	1.82651369e-01	3.96893794e-05
1	14.03	1.85936087e-01	4.17765801e-05
1	14.03	1.89279875e-01	4.39713580e-05
1	14.03	1.92683796e-01	4.62790858e-05
1	14.03	1.96148932e-01	4.87053905e-05
1	14.03	1.99676383e-01	5.12561633e-05
1	14.03	2.03267270e-01	5.39369068e-05
1	14.03	2.06922734e-01	5.67528949e-05
1	14.03	2.10643936e-01	5.97105117e-05
1	14.03	2.14432059e-01	6.28163955e-05
1	14.03	2.18288306e-01	6.60774544e-05
1	14.03	2.22213901e-01	6.95008715e-05
1	14.03	2.26210092e-01	7.30941119e-05
1	14.03	2.30278150e-01	7.68649284e-05
1	14.03	2.34419365e-01	8.08213680e-05
1	14.03	2.38635054e-01	8.49717772e-05
1	14.03	2.42926555e-01	8.93248073e-05
1	14.03	2.47295234e-01	9.38894191e-05
1	14.03	2.51742476e-01	9.86748868e-05
1	14.03	2.56269696e-01	1.03690801e-04
1	14.03	2.60878331e-01	1.08947066e-04
1	14.03	2.65569845e-01	1.14453906e-04
1	14.03	2.70345730e-01	1.20221863e-04
1	14.03	2.75207502e-01	1.26261795e-04
1	14.03	2.80156706e-01	1.32584877e-04
1	14.03	2.85194914e-01	1.39202592e-04
1	14.03	2.90323726e-01	1.46126728e-04
1	14.03	2.95544773e-01	1.53369367e-04
1	14.03	3.00859713e-01	1.60942881e-04
1	14.03	3.06270234e-01	1.68859911e-04
1	14.03	3.11778056e-01	1.77133359e-04
1	14.03	3.17384927e-01	1.85776365e-04
1	14.03	3.23092630e-01	1.94802288e-04
1	14.03	3.28902978e-01	2.04224679e-04
1	14.03	3.34817816e-01	2.14057255e-04
1	14.03	3.40839024e-01	2.24313864e-04
1	14.03	3.46968515e-01	2.35008450e-04
1	14.03	3.53208235e-01	2.46155009e-04
1	14.03	3.59560168e-01	2.57767545e-04
1	14.03	3.66026331e-01	2.69860011e-04
1	14.03	3.72608778e-01	2.82446201e-04
1	14.03	3.79309601e-01	2.95539297e-04
1	14.03	3.86130928e-01	3.09151855e-04
1	14.03	3.93074927e-01	3.23295804e-04
1	14.03	4.00143804e-01	3.37982289e-04
1	14.03	4.07339804e-01	3.53221500e-04
1	14.03	4.14665214e-01	3.69022475e-04
1	14.03	4.22122360e-01	3.85393181e-04
1	14.03	4.29713613e-01	4.02342166e-04
1	14.03	4.37441382e-01	4.19877879e-04
1	14.03	4.45308125e-01	4.38007966e-04
1	14.03	4.53316339e-01	4.56739225e-04
1	14.03	4.61468569e-01	4.76077547e-04
1	14.03	4.69767406e-01	4.96028241e-04
1	14.03	4.78215484e-01	5.16597030e-04
1	14.03	4.86815489e-01	5.37789516e-04
1	14.03	4.95570152e-01	5.59611105e-04
1	14.03	5.04482256e-01	5.82067153e-04
1	14.03	5.13554630e-01	6.05161831e-04
1	14.03	5.22790158e-01	6.28894635e-04
1	14.03	5.32191773e-01	6.53262689e-04
1	14.03	5.41762462e-01	6.78261419e-04
1	14.03	5.51505266e-01	7.03884476e-04
1	14.03	5.61423281e-01	7.30123708e-04
1	14.03	5.71519656e-01	7.56969089e-04
1	14.03	5.81797600e-01	7.84408651e-04
1	14.03	5.92260377e-01	8.12428352e-04
1	14.03	6.02911312e-01	8.41011287e-04
1	14.03	6.13753789e-01	8.70137748e-04
1	14.03	6.24791252e-01	8.99785521e-04
1	14.03	6.36027207e-01	9.29929869e-04
1	14.03	6.47465225e-01	9.60543584e-04
1	14.03	6.59108938e-01	9.91596876e-04
1	14.03	6.70962047e-01	1.02305735e-03
1	14.03	6.83028317e-01	1.05489019e-03
1	14.03	6.95311580e-01	1.08705806e-03
1	14.03	7.07815740e-01	1.11952126e-03
1	14.03	7.20544769e-01	1.15223900e-03
1	14.03	7.33502712e-01	1.18516930e-03
1	14.03	7.46693683e-01	1.21826852e-03
1	14.03	7.60121875e-01	1.25149177e-03
1	14.03	7.73791554e-01	1.28479308e-03
1	14.03	7.87707061e-01	1.31813028e-03
1	14.03	8.01872819e-01	1.35147750e-03
1	14.03	8.16293327e-01	1.38481565e-03
1	14.03	8.30973166e-01	1.41810620e-03
1	14.03	8.45917001e-01	1.45128454e-03
1	14.03	8.61129579e-01	1.48427549e-03
1	14.03	8.76615733e-01	1.51697725e-03
1	14.03	8.92380383e-01	1.54927484e-03
1	14.03	9.08428537e-01	1.58106941e-03
1	14.03	9.24765293e-01	1.61227456e-03
1	14.03	9.41395842e-01	1.64280097e-03
1	14.03	9.58325468e-01	1.67255606e-03
1	14.03	9.75559547e-01	1.70144551e-03
1	14.03	9.93103556e-01	1.72937513e-03
1	14.03	1.01096307e+00	1.75624883e-03
1	14.03	1.02914376e+00	1.78196731e-03
1	14.03	1.04765140e+00	1.80642784e-03
1	14.03	1.06649188e+00	1.82952090e-03
1	14.03	1.08567117e+00	1.85113300e-03
1	14.03	1.10519538e+00	1.87114694e-03
1	14.03	1.12507070e+00	1.88942895e-03
1	14.03	1.14530345e+00	1.90580380e-03
1	14.03	1.16590005e+00	1.92011043e-03
1	14.03	1.18686705e+00	1.93225242e-03
1	14.03	1.20821112e+00	1.94218222e-03
1	14.03	1.22993903e+00	1.94990996e-03
1	14.03	1.25205768e+00	1.95541832e-03
1	14.03	1.27457410e+00	1.95866104e-03
1	14.03	1.29749545e+00	1.95960455e-03
1	14.03	1.32082900e+00	1.95822960e-03
1	14.03	1.34458218e+00	1.95453485e-03
1	14.03	1.36876252e+00	1.94854765e-03
1	14.03	1.39337771e+00	1.94033895e-03
1	14.03	1.41843556e+00	1.93004352e-03
1	14.03	1.44394405e+00	1.91787676e-03
1	14.03	1.46991127e+00	1.90417907e-03
1	14.03	1.49634547e+00	1.88948423e-03
1	14.03	1.52325505e+00	1.87431980e-03
1	14.03	1.55064856e+00	1.85809737e-03
1	14.03	1.57853470e+00	1.83996952e-03
1	14.03	1.60692234e+00	1.81973120e-03
1	14.03	1.63582048e+00	1.79724985e-03
1	14.03	1.66523832e+00	1.77240834e-03
1	14.03	1.69518519e+00	1.74518112e-03
1	14.03	1.72567061e+00	1.71559475e-03
1	14.03	1.75670427e+00	1.68371821e-03
