L_kpc	mDM_GeV	R_GV	flux
1	13.43	1.37331724e-01	8.02796788e-06
1	13.43	1.39801434e-01	8.45441073e-06
1	13.43	1.42315558e-01	8.90315647e-06
1	13.43	1.44874895e-01	9.37534287e-06
1	13.43	1.47480258e-01	9.87216335e-06
1	13.43	1.50132474e-01	1.03948695e-05
1	13.43	1.52832387e-01	1.09447736e-05
1	13.43	1.55580853e-01	1.15232514e-05
1	13.43	1.58378747e-01	1.21317452e-05
1	13.43	1.61226957e-01	1.27717661e-05
1	13.43	1.64126387e-01	1.34448976e-05
1	13.43	1.67077960e-01	1.41527986e-05
1	13.43	1.70082612e-01	1.48972063e-05
1	13.43	1.73141299e-01	1.56799399e-05
1	13.43	1.76254991e-01	1.65029040e-05
1	13.43	1.79424679e-01	1.73680943e-05
1	13.43	1.82651369e-01	1.82776019e-05
1	13.43	1.85936087e-01	1.92336154e-05
1	13.43	1.89279875e-01	2.02384254e-05
1	13.43	1.92683796e-01	2.12944288e-05
1	13.43	1.96148932e-01	2.24041328e-05
1	13.43	1.99676383e-01	2.35701590e-05
1	13.43	2.03267270e-01	2.47948842e-05
1	13.43	2.06922734e-01	2.60805227e-05
1	13.43	2.10643936e-01	2.74298581e-05
1	13.43	2.14432059e-01	2.88457745e-05
1	13.43	2.18288306e-01	3.03312633e-05
1	13.43	2.22213901e-01	3.18894249e-05
1	13.43	2.26210092e-01	3.35234692e-05
1	13.43	2.30278150e-01	3.52367180e-05
1	13.43	2.34419365e-01	3.70326059e-05
1	13.43	2.38635054e-01	3.89146815e-05
1	13.43	2.42926555e-01	4.08866085e-05
1	13.43	2.47295234e-01	4.29521663e-05
1	13.43	2.51742476e-01	4.51152507e-05
1	13.43	2.56269696e-01	4.73798720e-05
1	13.43	2.60878331e-01	4.97501461e-05
1	13.43	2.65569845e-01	5.22302979e-05
1	13.43	2.70345730e-01	5.48246612e-05
1	13.43	2.75207502e-01	5.75376763e-05
1	13.43	2.80156706e-01	6.03738878e-05
1	13.43	2.85194914e-01	6.33379412e-05
1	13.43	2.90323726e-01	6.64345794e-05
1	13.43	2.95544773e-01	6.96686388e-05
1	13.43	3.00859713e-01	7.30450449e-05
1	13.43	3.06270234e-01	7.65688076e-05
1	13.43	3.11778056e-01	8.02450163e-05
1	13.43	3.17384927e-01	8.40788300e-05
1	13.43	3.23092630e-01	8.80754267e-05
1	13.43	3.28902978e-01	9.22399906e-05
1	13.43	3.34817816e-01	9.65777236e-05
1	13.43	3.40839024e-01	1.01093830e-04
1	13.43	3.46968515e-01	1.05793502e-04
1	13.43	3.53208235e-01	1.10681901e-04
1	13.43	3.59560168e-01	1.15764139e-04
1	13.43	3.66026331e-01	1.21045263e-04
1	13.43	3.72608778e-01	1.26530223e-04
1	13.43	3.79309601e-01	1.32223844e-04
1	13.43	3.86130928e-01	1.38130798e-04
1	13.43	3.93074927e-01	1.44255582e-04
1	13.43	4.00143804e-01	1.50602496e-04
1	13.43	4.07339804e-01	1.57175605e-04
1	13.43	4.14665214e-01	1.63978713e-04
1	13.43	4.22122360e-01	1.71015323e-04
1	13.43	4.29713613e-01	1.78288571e-04
1	13.43	4.37441382e-01	1.85801198e-04
1	13.43	4.45308125e-01	1.93555522e-04
1	13.43	4.53316339e-01	2.01553394e-04
1	13.43	4.61468569e-01	2.09796157e-04
1	13.43	4.69767406e-01	2.18284603e-04
1	13.43	4.78215484e-01	2.27018929e-04
1	13.43	4.86815489e-01	2.35998697e-04
1	13.43	4.95570152e-01	2.45222779e-04
1	13.43	5.04482256e-01	2.54689315e-04
1	13.43	5.13554630e-01	2.64395681e-04
1	13.43	5.22790158e-01	2.74338475e-04
1	13.43	5.32191773e-01	2.84513456e-04
1	13.43	5.41762462e-01	2.94915496e-04
1	13.43	5.51505266e-01	3.05538554e-04
1	13.43	5.61423281e-01	3.16375772e-04
1	13.43	5.71519656e-01	3.27419443e-04
1	13.43	5.81797600e-01	3.38660924e-04
1	13.43	5.92260377e-01	3.50090657e-04
1	13.43	6.02911312e-01	3.61698557e-04
1	13.43	6.13753789e-01	3.73473956e-04
1	13.43	6.24791252e-01	3.85405450e-04
1	13.43	6.36027207e-01	3.97481350e-04
1	13.43	6.47465225e-01	4.09690562e-04
1	13.43	6.59108938e-01	4.22022074e-04
1	13.43	6.70962047e-01	4.34465277e-04
1	13.43	6.83028317e-01	4.47012666e-04
1	13.43	6.95311580e-01	4.59659197e-04
1	13.43	7.07815740e-01	4.72399701e-04
1	13.43	7.20544769e-01	4.85208319e-04
1	13.43	7.33502712e-01	4.98042383e-04
1	13.43	7.46693683e-01	5.10854845e-04
1	13.43	7.60121875e-01	5.23611091e-04
1	13.43	7.73791554e-01	5.36282401e-04
1	13.43	7.87707061e-01	5.48838209e-04
1	13.43	8.01872819e-01	5.61244981e-04
1	13.43	8.16293327e-01	5.73467290e-04
1	13.43	8.30973166e-01	5.85470356e-04
