L_kpc	mDM_GeV	R_GV	flux
1	19.57	1.37331724e-01	1.16132077e-05
1	19.57	1.39801434e-01	1.22420361e-05
1	19.57	1.42315558e-01	1.29046577e-05
1	19.57	1.44874895e-01	1.36028666e-05
1	19.57	1.47480258e-01	1.43385505e-05
1	19.57	1.50132474e-01	1.51136950e-05
1	19.57	1.52832387e-01	1.59303889e-05
1	19.57	1.55580853e-01	1.67908291e-05
1	19.57	1.58378747e-01	1.76973260e-05
1	19.57	1.61226957e-01	1.86523094e-05
1	19.57	1.64126387e-01	1.96583341e-05
1	19.57	1.67077960e-01	2.07180864e-05
1	19.57	1.70082612e-01	2.18343901e-05
1	19.57	1.73141299e-01	2.30102140e-05
1	19.57	1.76254991e-01	2.42486782e-05
1	19.57	1.79424679e-01	2.55530620e-05
1	19.57	1.82651369e-01	2.69268114e-05
1	19.57	1.85936087e-01	2.83735472e-05
1	19.57	1.89279875e-01	2.98970734e-05
1	19.57	1.92683796e-01	3.15013861e-05
1	19.57	1.96148932e-01	3.31906824e-05
1	19.57	1.99676383e-01	3.49693701e-05
1	19.57	2.03267270e-01	3.68419386e-05
1	19.57	2.06922734e-01	3.88129992e-05
1	19.57	2.10643936e-01	4.08875728e-05
1	19.57	2.14432059e-01	4.30709202e-05
1	19.57	2.18288306e-01	4.53685544e-05
1	19.57	2.22213901e-01	4.77862507e-05
1	19.57	2.26210092e-01	5.03300578e-05
1	19.57	2.30278150e-01	5.30063092e-05
1	19.57	2.34419365e-01	5.58216344e-05
1	19.57	2.38635054e-01	5.87829710e-05
1	19.57	2.42926555e-01	6.18975771e-05
1	19.57	2.47295234e-01	6.51730435e-05
1	19.57	2.51742476e-01	6.86173065e-05
1	19.57	2.56269696e-01	7.22386612e-05
1	19.57	2.60878331e-01	7.60457746e-05
1	19.57	2.65569845e-01	8.00476993e-05
1	19.57	2.70345730e-01	8.42538871e-05
1	19.57	2.75207502e-01	8.86742028e-05
1	19.57	2.80156706e-01	9.33189383e-05
1	19.57	2.85194914e-01	9.81988267e-05
1	19.57	2.90323726e-01	1.03325056e-04
1	19.57	2.95544773e-01	1.08709285e-04
1	19.57	3.00859713e-01	1.14363655e-04
1	19.57	3.06270234e-01	1.20300805e-04
1	19.57	3.11778056e-01	1.26533886e-04
1	19.57	3.17384927e-01	1.33076574e-04
1	19.57	3.23092630e-01	1.39943062e-04
1	19.57	3.28902978e-01	1.47148077e-04
1	19.57	3.34817816e-01	1.54706890e-04
1	19.57	3.40839024e-01	1.62635332e-04
1	19.57	3.46968515e-01	1.70949794e-04
1	19.57	3.53208235e-01	1.79667234e-04
1	19.57	3.59560168e-01	1.88805183e-04
1	19.57	3.66026331e-01	1.98381740e-04
1	19.57	3.72608778e-01	2.08415594e-04
1	19.57	3.79309601e-01	2.18926187e-04
1	19.57	3.86130928e-01	2.29933680e-04
1	19.57	3.93074927e-01	2.41458910e-04
1	19.57	4.00143804e-01	2.53523406e-04
1	19.57	4.07339804e-01	2.66149404e-04
1	19.57	4.14665214e-01	2.79359861e-04
1	19.57	4.22122360e-01	2.93178453e-04
1	19.57	4.29713613e-01	3.07629456e-04
1	19.57	4.37441382e-01	3.22737790e-04
1	19.57	4.45308125e-01	3.38529072e-04
1	19.57	4.53316339e-01	3.55029620e-04
1	19.57	4.61468569e-01	3.72266450e-04
1	19.57	4.69767406e-01	3.90267231e-04
1	19.57	4.78215484e-01	4.09060108e-04
1	19.57	4.86815489e-01	4.28673787e-04
1	19.57	4.95570152e-01	4.49137548e-04
1	19.57	5.04482256e-01	4.70481216e-04
1	19.57	5.13554630e-01	4.92735098e-04
1	19.57	5.22790158e-01	5.15929845e-04
1	19.57	5.32191773e-01	5.40096466e-04
1	19.57	5.41762462e-01	5.65266296e-04
1	19.57	5.51505266e-01	5.91470917e-04
1	19.57	5.61423281e-01	6.18741893e-04
1	19.57	5.71519656e-01	6.47110691e-04
1	19.57	5.81797600e-01	6.76608668e-04
1	19.57	5.92260377e-01	7.07266909e-04
1	19.57	6.02911312e-01	7.39115593e-04
1	19.57	6.13753789e-01	7.72183878e-04
1	19.57	6.24791252e-01	8.06499925e-04
1	19.57	6.36027207e-01	8.42090289e-04
1	19.57	6.47465225e-01	8.78978880e-04
1	19.57	6.59108938e-01	9.17187137e-04
1	19.57	6.70962047e-01	9.56733195e-04
1	19.57	6.83028317e-01	9.97627356e-04
1	19.57	6.95311580e-01	1.03987243e-03
1	19.57	7.07815740e-01	1.08346453e-03
1	19.57	7.20544769e-01	1.12839256e-03
1	19.57	7.33502712e-01	1.17463695e-03
1	19.57	7.46693683e-01	1.22216134e-03
1	19.57	7.60121875e-01	1.27086141e-03
