L_kpc	mDM_GeV	R_GV	flux
1	13.17	1.37331724e-01	3.89810472e-10
1	13.17	1.39801434e-01	4.09464956e-10
1	13.17	1.42315558e-01	4.30063827e-10
1	13.17	1.44874895e-01	4.51649019e-10
1	13.17	1.47480258e-01	4.74264091e-10
1	13.17	1.50132474e-01	4.97954277e-10
1	13.17	1.52832387e-01	5.22766532e-10
1	13.17	1.55580853e-01	5.48749591e-10
1	13.17	1.58378747e-01	5.75954011e-10
1	13.17	1.61226957e-01	6.04432232e-10
1	13.17	1.64126387e-01	6.34238626e-10
1	13.17	1.67077960e-01	6.65429555e-10
1	13.17	1.70082612e-01	6.98063428e-10
1	13.17	1.73141299e-01	7.32200758e-10
1	13.17	1.76254991e-01	7.67904187e-10
1	13.17	1.79424679e-01	8.05237963e-10
1	13.17	1.82651369e-01	8.44267903e-10
1	13.17	1.85936087e-01	8.85061784e-10
1	13.17	1.89279875e-01	9.27689355e-10
1	13.17	1.92683796e-01	9.72222331e-10
1	13.17	1.96148932e-01	1.01873435e-09
1	13.17	1.99676383e-01	1.06730087e-09
1	13.17	2.03267270e-01	1.11794796e-09
1	13.17	2.06922734e-01	1.17066354e-09
1	13.17	2.10643936e-01	1.22549953e-09
1	13.17	2.14432059e-01	1.28250499e-09
1	13.17	2.18288306e-01	1.34172627e-09
1	13.17	2.22213901e-01	1.40320635e-09
1	13.17	2.26210092e-01	1.46698421e-09
1	13.17	2.30278150e-01	1.53309410e-09
1	13.17	2.34419365e-01	1.60156486e-09
1	13.17	2.38635054e-01	1.67241909e-09
1	13.17	2.42926555e-01	1.74567228e-09
1	13.17	2.47295234e-01	1.82133190e-09
1	13.17	2.51742476e-01	1.89939636e-09
1	13.17	2.56269696e-01	1.97985378e-09
1	13.17	2.60878331e-01	2.06268004e-09
1	13.17	2.65569845e-01	2.14783786e-09
1	13.17	2.70345730e-01	2.23527560e-09
1	13.17	2.75207502e-01	2.32492577e-09
1	13.17	2.80156706e-01	2.41670341e-09
1	13.17	2.85194914e-01	2.51050453e-09
1	13.17	2.90323726e-01	2.60620432e-09
1	13.17	2.95544773e-01	2.70365539e-09
1	13.17	3.00859713e-01	2.80268593e-09
1	13.17	3.06270234e-01	2.90309784e-09
1	13.17	3.11778056e-01	3.00466480e-09
1	13.17	3.17384927e-01	3.10712973e-09
1	13.17	3.23092630e-01	3.21019554e-09
1	13.17	3.28902978e-01	3.31352286e-09
1	13.17	3.34817816e-01	3.41673157e-09
1	13.17	3.40839024e-01	3.51939845e-09
1	13.17	3.46968515e-01	3.62105485e-09
1	13.17	3.53208235e-01	3.72118469e-09
1	13.17	3.59560168e-01	3.81922265e-09
1	13.17	3.66026331e-01	3.91455295e-09
1	13.17	3.72608778e-01	4.00650305e-09
1	13.17	3.79309601e-01	4.09430834e-09
1	13.17	3.86130928e-01	4.17712304e-09
1	13.17	3.93074927e-01	4.25403420e-09
1	13.17	4.00143804e-01	4.32406316e-09
1	13.17	4.07339804e-01	4.38616936e-09
1	13.17	4.14665214e-01	4.43925564e-09
1	13.17	4.22122360e-01	4.48217338e-09
1	13.17	4.29713613e-01	4.51371080e-09
1	13.17	4.37441382e-01	4.53261890e-09
1	13.17	4.45308125e-01	4.53763950e-09
1	13.17	4.53316339e-01	4.52753045e-09
1	13.17	4.61468569e-01	4.50109828e-09
1	13.17	4.69767406e-01	4.45697792e-09
1	13.17	4.78215484e-01	4.39304441e-09
1	13.17	4.86815489e-01	4.30706135e-09
1	13.17	4.95570152e-01	4.19696792e-09
1	13.17	5.04482256e-01	4.06103271e-09
1	13.17	5.13554630e-01	3.89847017e-09
1	13.17	5.22790158e-01	3.71057221e-09
1	13.17	5.32191773e-01	3.49966383e-09
1	13.17	5.41762462e-01	3.26875084e-09
1	13.17	5.51505266e-01	3.02058255e-09
1	13.17	5.61423281e-01	2.74829762e-09
1	13.17	5.71519656e-01	2.44244395e-09
1	13.17	5.81797600e-01	2.10094379e-09
1	13.17	5.92260377e-01	1.73320742e-09
1	13.17	6.02911312e-01	1.37420726e-09
1	13.17	6.13753789e-01	1.05750147e-09
1	13.17	6.24791252e-01	7.99066993e-10
1	13.17	6.36027207e-01	5.98781233e-10
1	13.17	6.47465225e-01	4.45700623e-10
1	13.17	6.59108938e-01	3.29507613e-10
1	13.17	6.70962047e-01	2.41943191e-10
1	13.17	6.83028317e-01	1.76436316e-10
1	13.17	6.95311580e-01	1.27791759e-10
1	13.17	7.07815740e-01	9.19337597e-11
1	13.17	7.20544769e-01	6.56928696e-11
1	13.17	7.33502712e-01	4.66278135e-11
1	13.17	7.46693683e-01	3.28753897e-11
1	13.17	7.60121875e-01	2.30258882e-11
1	13.17	7.73791554e-01	1.60216076e-11
1	13.17	7.87707061e-01	1.10756034e-11
1	13.17	8.01872819e-01	7.60729164e-12
1	13.17	8.16293327e-01	5.19190307e-12
1	13.17	8.30973166e-01	3.52121529e-12
1	13.17	8.45917001e-01	2.37337802e-12
1	13.17	8.61129579e-01	1.58997847e-12
1	13.17	8.76615733e-01	1.05879082e-12
1	13.17	8.92380383e-01	7.00924121e-13
1	13.17	9.08428537e-01	4.61342959e-13
1	13.17	9.24765293e-01	3.01940702e-13
1	13.17	9.41395842e-01	1.96525836e-13
1	13.17	9.58325468e-01	1.27225952e-13
1	13.17	9.75559547e-01	8.19313167e-14
1	13.17	9.93103556e-01	5.24933936e-14
1	13.17	1.01096307e+00	3.34660262e-14
1	13.17	1.02914376e+00	2.12331569e-14
1	13.17	1.04765140e+00	1.34092263e-14
1	13.17	1.06649188e+00	8.43025777e-15
1	13.17	1.08567117e+00	5.27711463e-15
1	13.17	1.10519538e+00	3.28959434e-15
1	13.17	1.12507070e+00	2.04244716e-15
1	13.17	1.14530345e+00	1.26326703e-15
1	13.17	1.16590005e+00	7.78482855e-16
1	13.17	1.18686705e+00	4.78064519e-16
1	13.17	1.20821112e+00	2.92604983e-16
1	13.17	1.22993903e+00	1.78529022e-16
1	13.17	1.25205768e+00	1.08603003e-16
1	13.17	1.27457410e+00	6.58801299e-17
1	13.17	1.29749545e+00	3.98584084e-17
1	13.17	1.32082900e+00	2.40553191e-17
1	13.17	1.34458218e+00	1.44843867e-17
1	13.17	1.36876252e+00	8.70278760e-18
1	13.17	1.39337771e+00	5.21863178e-18
1	13.17	1.41843556e+00	3.12366778e-18
1	13.17	1.44394405e+00	1.86660313e-18
1	13.17	1.46991127e+00	1.11374642e-18
1	13.17	1.49634547e+00	6.63643897e-19
1	13.17	1.52325505e+00	3.94970572e-19
1	13.17	1.55064856e+00	2.34823024e-19
1	13.17	1.57853470e+00	1.39484986e-19
1	13.17	1.60692234e+00	8.27920601e-20
1	13.17	1.63582048e+00	4.91119355e-20
1	13.17	1.66523832e+00	2.91195237e-20
1	13.17	1.69518519e+00	1.72600150e-20
1	13.17	1.72567061e+00	1.02286334e-20
