L_kpc	mDM_GeV	R_GV	flux
1	11.75	1.37331724e-01	2.90698672e-06
1	11.75	1.39801434e-01	3.06044105e-06
1	11.75	1.42315558e-01	3.22186120e-06
1	11.75	1.44874895e-01	3.39165023e-06
1	11.75	1.47480258e-01	3.57023077e-06
1	11.75	1.50132474e-01	3.75804588e-06
1	11.75	1.52832387e-01	3.95556003e-06
1	11.75	1.55580853e-01	4.16326001e-06
1	11.75	1.58378747e-01	4.38165594e-06
1	11.75	1.61226957e-01	4.61128227e-06
1	11.75	1.64126387e-01	4.85269888e-06
1	11.75	1.67077960e-01	5.10649219e-06
1	11.75	1.70082612e-01	5.37327625e-06
1	11.75	1.73141299e-01	5.65369402e-06
1	11.75	1.76254991e-01	5.94841849e-06
1	11.75	1.79424679e-01	6.25815425e-06
1	11.75	1.82651369e-01	6.58363878e-06
1	11.75	1.85936087e-01	6.92564369e-06
1	11.75	1.89279875e-01	7.28497619e-06
1	11.75	1.92683796e-01	7.66248050e-06
1	11.75	1.96148932e-01	8.05903932e-06
1	11.75	1.99676383e-01	8.47557509e-06
1	11.75	2.03267270e-01	8.91289888e-06
1	11.75	2.06922734e-01	9.37174659e-06
1	11.75	2.10643936e-01	9.85308569e-06
1	11.75	2.14432059e-01	1.03579172e-05
1	11.75	2.18288306e-01	1.08872778e-05
1	11.75	2.22213901e-01	1.14422406e-05
1	11.75	2.26210092e-01	1.20239146e-05
1	11.75	2.30278150e-01	1.26334455e-05
1	11.75	2.34419365e-01	1.32720155e-05
1	11.75	2.38635054e-01	1.39408436e-05
1	11.75	2.42926555e-01	1.46411851e-05
1	11.75	2.47295234e-01	1.53743316e-05
1	11.75	2.51742476e-01	1.61416102e-05
1	11.75	2.56269696e-01	1.69443834e-05
1	11.75	2.60878331e-01	1.77840473e-05
1	11.75	2.65569845e-01	1.86620314e-05
1	11.75	2.70345730e-01	1.95797965e-05
1	11.75	2.75207502e-01	2.05388338e-05
1	11.75	2.80156706e-01	2.15406624e-05
1	11.75	2.85194914e-01	2.25868274e-05
1	11.75	2.90323726e-01	2.36788972e-05
1	11.75	2.95544773e-01	2.48184608e-05
1	11.75	3.00859713e-01	2.60071241e-05
1	11.75	3.06270234e-01	2.72465064e-05
1	11.75	3.11778056e-01	2.85382359e-05
1	11.75	3.17384927e-01	2.98839457e-05
1	11.75	3.23092630e-01	3.12852696e-05
1	11.75	3.28902978e-01	3.27438365e-05
1	11.75	3.34817816e-01	3.42612640e-05
1	11.75	3.40839024e-01	3.58391514e-05
1	11.75	3.46968515e-01	3.74790726e-05
1	11.75	3.53208235e-01	3.91825684e-05
1	11.75	3.59560168e-01	4.09511377e-05
1	11.75	3.66026331e-01	4.27862290e-05
1	11.75	3.72608778e-01	4.46892302e-05
1	11.75	3.79309601e-01	4.66614589e-05
1	11.75	3.86130928e-01	4.87041511e-05
1	11.75	3.93074927e-01	5.08184494e-05
1	11.75	4.00143804e-01	5.30053903e-05
1	11.75	4.07339804e-01	5.52658918e-05
1	11.75	4.14665214e-01	5.76007386e-05
1	11.75	4.22122360e-01	6.00105695e-05
1	11.75	4.29713613e-01	6.24958665e-05
1	11.75	4.37441382e-01	6.50569388e-05
1	11.75	4.45308125e-01	6.76939045e-05
1	11.75	4.53316339e-01	7.04066756e-05
1	11.75	4.61468569e-01	7.31949409e-05
1	11.75	4.69767406e-01	7.60581526e-05
1	11.75	4.78215484e-01	7.89955179e-05
1	11.75	4.86815489e-01	8.20059775e-05
1	11.75	4.95570152e-01	8.50881880e-05
1	11.75	5.04482256e-01	8.82405063e-05
1	11.75	5.13554630e-01	9.14610006e-05
1	11.75	5.22790158e-01	9.47475080e-05
1	11.75	5.32191773e-01	9.80975800e-05
1	11.75	5.41762462e-01	1.01508461e-04
1	11.75	5.51505266e-01	1.04977081e-04
1	11.75	5.61423281e-01	1.08500005e-04
