L_kpc	mDM_GeV	R_GV	flux
1	15.67	1.37331724e-01	9.51535037e-07
1	15.67	1.39801434e-01	1.00226254e-06
1	15.67	1.42315558e-01	1.05565918e-06
1	15.67	1.44874895e-01	1.11186262e-06
1	15.67	1.47480258e-01	1.17101740e-06
1	15.67	1.50132474e-01	1.23327529e-06
1	15.67	1.52832387e-01	1.29879558e-06
1	15.67	1.55580853e-01	1.36774550e-06
1	15.67	1.58378747e-01	1.44030051e-06
1	15.67	1.61226957e-01	1.51664476e-06
1	15.67	1.64126387e-01	1.59697146e-06
1	15.67	1.67077960e-01	1.68148328e-06
1	15.67	1.70082612e-01	1.77039283e-06
1	15.67	1.73141299e-01	1.86392307e-06
1	15.67	1.76254991e-01	1.96230781e-06
1	15.67	1.79424679e-01	2.06579220e-06
1	15.67	1.82651369e-01	2.17463322e-06
1	15.67	1.85936087e-01	2.28910021e-06
1	15.67	1.89279875e-01	2.40947547e-06
1	15.67	1.92683796e-01	2.53605475e-06
1	15.67	1.96148932e-01	2.66914788e-06
1	15.67	1.99676383e-01	2.80907933e-06
1	15.67	2.03267270e-01	2.95615352e-06
1	15.67	2.06922734e-01	3.11066343e-06
1	15.67	2.10643936e-01	3.27296173e-06
1	15.67	2.14432059e-01	3.44341533e-06
1	15.67	2.18288306e-01	3.62240625e-06
1	15.67	2.22213901e-01	3.81033198e-06
1	15.67	2.26210092e-01	4.00760588e-06
1	15.67	2.30278150e-01	4.21465753e-06
1	15.67	2.34419365e-01	4.43193315e-06
1	15.67	2.38635054e-01	4.65989597e-06
1	15.67	2.42926555e-01	4.89902654e-06
1	15.67	2.47295234e-01	5.14982309e-06
1	15.67	2.51742476e-01	5.41280181e-06
1	15.67	2.56269696e-01	5.68849711e-06
1	15.67	2.60878331e-01	5.97746186e-06
1	15.67	2.65569845e-01	6.28026752e-06
1	15.67	2.70345730e-01	6.59750436e-06
1	15.67	2.75207502e-01	6.92978154e-06
1	15.67	2.80156706e-01	7.27772713e-06
1	15.67	2.85194914e-01	7.64198810e-06
1	15.67	2.90323726e-01	8.02323025e-06
1	15.67	2.95544773e-01	8.42213801e-06
1	15.67	3.00859713e-01	8.83941421e-06
1	15.67	3.06270234e-01	9.27577976e-06
1	15.67	3.11778056e-01	9.73197318e-06
1	15.67	3.17384927e-01	1.02087501e-05
1	15.67	3.23092630e-01	1.07068828e-05
1	15.67	3.28902978e-01	1.12271591e-05
1	15.67	3.34817816e-01	1.17703820e-05
1	15.67	3.40839024e-01	1.23373681e-05
1	15.67	3.46968515e-01	1.29289467e-05
1	15.67	3.53208235e-01	1.35459585e-05
1	15.67	3.59560168e-01	1.41892539e-05
1	15.67	3.66026331e-01	1.48596917e-05
1	15.67	3.72608778e-01	1.55581360e-05
1	15.67	3.79309601e-01	1.62854499e-05
1	15.67	3.86130928e-01	1.70424936e-05
1	15.67	3.93074927e-01	1.78301230e-05
1	15.67	4.00143804e-01	1.86491865e-05
1	15.67	4.07339804e-01	1.95005205e-05
1	15.67	4.14665214e-01	2.03849456e-05
1	15.67	4.22122360e-01	2.13032668e-05
1	15.67	4.29713613e-01	2.22562996e-05
1	15.67	4.37441382e-01	2.32448578e-05
1	15.67	4.45308125e-01	2.42697411e-05
1	15.67	4.53316339e-01	2.53317328e-05
1	15.67	4.61468569e-01	2.64315989e-05
1	15.67	4.69767406e-01	2.75700732e-05
1	15.67	4.78215484e-01	2.87478198e-05
1	15.67	4.86815489e-01	2.99654498e-05
1	15.67	4.95570152e-01	3.12235240e-05
1	15.67	5.04482256e-01	3.25225472e-05
1	15.67	5.13554630e-01	3.38629638e-05
1	15.67	5.22790158e-01	3.52451567e-05
1	15.67	5.32191773e-01	3.66694384e-05
1	15.67	5.41762462e-01	3.81360449e-05
1	15.67	5.51505266e-01	3.96451283e-05
1	15.67	5.61423281e-01	4.11967362e-05
1	15.67	5.71519656e-01	4.27908051e-05
1	15.67	5.81797600e-01	4.44271619e-05
1	15.67	5.92260377e-01	4.61055142e-05
1	15.67	6.02911312e-01	4.78254274e-05
1	15.67	6.13753789e-01	4.95863186e-05
1	15.67	6.24791252e-01	5.13874553e-05
1	15.67	6.36027207e-01	5.32279241e-05
1	15.67	6.47465225e-01	5.51065754e-05
1	15.67	6.59108938e-01	5.70220446e-05
1	15.67	6.70962047e-01	5.89727379e-05
1	15.67	6.83028317e-01	6.09567463e-05
1	15.67	6.95311580e-01	6.29718484e-05
1	15.67	7.07815740e-01	6.50154848e-05
1	15.67	7.20544769e-01	6.70843131e-05
1	15.67	7.33502712e-01	6.91742501e-05
1	15.67	7.46693683e-01	7.12806855e-05
1	15.67	7.60121875e-01	7.33987494e-05
1	15.67	7.73791554e-01	7.55231715e-05
1	15.67	7.87707061e-01	7.76461899e-05
1	15.67	8.01872819e-01	7.97526737e-05
1	15.67	8.16293327e-01	8.18240247e-05
1	15.67	8.30973166e-01	8.38522710e-05
1	15.67	8.45917001e-01	8.58440429e-05
1	15.67	8.61129579e-01	8.78064711e-05
1	15.67	8.76615733e-01	8.97381899e-05
1	15.67	8.92380383e-01	9.16356911e-05
1	15.67	9.08428537e-01	9.34958064e-05
1	15.67	9.24765293e-01	9.53157423e-05
1	15.67	9.41395842e-01	9.70922678e-05
1	15.67	9.58325468e-01	9.88212990e-05
1	15.67	9.75559547e-01	1.00498835e-04
1	15.67	9.93103556e-01	1.02121164e-04
1	15.67	1.01096307e+00	1.03684833e-04
1	15.67	1.02914376e+00	1.05186761e-04
1	15.67	1.04765140e+00	1.06624666e-04
1	15.67	1.06649188e+00	1.07998267e-04
1	15.67	1.08567117e+00	1.09308178e-04
1	15.67	1.10519538e+00	1.10554694e-04
1	15.67	1.12507070e+00	1.11744029e-04
1	15.67	1.14530345e+00	1.12898424e-04
1	15.67	1.16590005e+00	1.14029870e-04
1	15.67	1.18686705e+00	1.15113369e-04
1	15.67	1.20821112e+00	1.16125820e-04
1	15.67	1.22993903e+00	1.17055140e-04
1	15.67	1.25205768e+00	1.17891490e-04
1	15.67	1.27457410e+00	1.18626255e-04
1	15.67	1.29749545e+00	1.19252290e-04
1	15.67	1.32082900e+00	1.19763378e-04
1	15.67	1.34458218e+00	1.20153463e-04
1	15.67	1.36876252e+00	1.20416255e-04
1	15.67	1.39337771e+00	1.20544946e-04
1	15.67	1.41843556e+00	1.20532626e-04
1	15.67	1.44394405e+00	1.20370707e-04
1	15.67	1.46991127e+00	1.20045096e-04
1	15.67	1.49634547e+00	1.19546308e-04
1	15.67	1.52325505e+00	1.18874742e-04
1	15.67	1.55064856e+00	1.18038463e-04
1	15.67	1.57853470e+00	1.17046892e-04
1	15.67	1.60692234e+00	1.15904714e-04
1	15.67	1.63582048e+00	1.14617761e-04
1	15.67	1.66523832e+00	1.13193907e-04
1	15.67	1.69518519e+00	1.11643593e-04
1	15.67	1.72567061e+00	1.09984605e-04
1	15.67	1.75670427e+00	1.08240715e-04
1	15.67	1.78829602e+00	1.06436696e-04
1	15.67	1.82045591e+00	1.04646840e-04
1	15.67	1.85319414e+00	1.02937503e-04
1	15.67	1.88652112e+00	1.01252125e-04
1	15.67	1.92044744e+00	9.95318923e-05
1	15.67	1.95498387e+00	9.77424019e-05
1	15.67	1.99014139e+00	9.58658651e-05
1	15.67	2.02593117e+00	9.38946296e-05
1	15.67	2.06236458e+00	9.18281873e-05
1	15.67	2.09945318e+00	8.96718414e-05
1	15.67	2.13720877e+00	8.74351432e-05
1	15.67	2.17564334e+00	8.51388134e-05
1	15.67	2.21476910e+00	8.28093990e-05
1	15.67	2.25459848e+00	8.04550325e-05
1	15.67	2.29514413e+00	7.80598348e-05
1	15.67	2.33641893e+00	7.56039518e-05
1	15.67	2.37843600e+00	7.30883225e-05
1	15.67	2.42120869e+00	7.05197808e-05
1	15.67	2.46475058e+00	6.79142580e-05
1	15.67	2.50907551e+00	6.52959373e-05
1	15.67	2.55419756e+00	6.26980245e-05
1	15.67	2.60013106e+00	6.01886746e-05
1	15.67	2.64689061e+00	5.78142864e-05
1	15.67	2.69449106e+00	5.55569876e-05
1	15.67	2.74294753e+00	5.33449248e-05
1	15.67	2.79227542e+00	5.11353843e-05
1	15.67	2.84249041e+00	4.89118830e-05
1	15.67	2.89360843e+00	4.66644728e-05
1	15.67	2.94564574e+00	4.43927586e-05
1	15.67	2.99861886e+00	4.20998292e-05
1	15.67	3.05254463e+00	3.98006796e-05
1	15.67	3.10744017e+00	3.75121199e-05
1	15.67	3.16332293e+00	3.52270732e-05
1	15.67	3.22021066e+00	3.29407082e-05
1	15.67	3.27812143e+00	3.06570946e-05
1	15.67	3.33707365e+00	2.83879158e-05
1	15.67	3.39708603e+00	2.61537267e-05
1	15.67	3.45817764e+00	2.39812753e-05
1	15.67	3.52036790e+00	2.19194610e-05
1	15.67	3.58367656e+00	2.00244010e-05
1	15.67	3.64812373e+00	1.83186496e-05
1	15.67	3.71372989e+00	1.67420637e-05
1	15.67	3.78051589e+00	1.52443787e-05
1	15.67	3.84850293e+00	1.38104868e-05
1	15.67	3.91771261e+00	1.24359828e-05
1	15.67	3.98816694e+00	1.11301050e-05
1	15.67	4.05988828e+00	9.90692476e-06
1	15.67	4.13289942e+00	8.80862422e-06
1	15.67	4.20722356e+00	7.85713234e-06
1	15.67	4.28288431e+00	7.00827926e-06
1	15.67	4.35990571e+00	6.22770972e-06
1	15.67	4.43831223e+00	5.50496716e-06
1	15.67	4.51812877e+00	4.83315040e-06
1	15.67	4.59938070e+00	4.21405974e-06
1	15.67	4.68209382e+00	3.65077759e-06
1	15.67	4.76629442e+00	3.17053579e-06
1	15.67	4.85200924e+00	2.77305329e-06
1	15.67	4.93926552e+00	2.42719059e-06
1	15.67	5.02809098e+00	2.11609095e-06
1	15.67	5.11851383e+00	1.83215410e-06
1	15.67	5.21056280e+00	1.57072131e-06
1	15.67	5.30426714e+00	1.32988535e-06
1	15.67	5.39965661e+00	1.11219907e-06
1	15.67	5.49676153e+00	9.23079536e-07
1	15.67	5.59561273e+00	7.58658805e-07
1	15.67	5.69624163e+00	6.10166755e-07
1	15.67	5.79868019e+00	4.75300292e-07
1	15.67	5.90296096e+00	3.52922632e-07
1	15.67	6.00911706e+00	2.45685205e-07
1	15.67	6.11718223e+00	1.54222827e-07
1	15.67	6.22719079e+00	8.90336751e-08
1	15.67	6.33917769e+00	5.07214248e-08
1	15.67	6.45317852e+00	2.91092052e-08
1	15.67	6.56922948e+00	1.65443275e-08
1	15.67	6.68736745e+00	9.37573872e-09
1	15.67	6.80762996e+00	5.28959014e-09
1	15.67	6.93005521e+00	2.97073168e-09
1	15.67	7.05468210e+00	1.66124797e-09
1	15.67	7.18155022e+00	9.24841484e-10
1	15.67	7.31069988e+00	5.12598394e-10
1	15.67	7.44217211e+00	2.82848793e-10
1	15.67	7.57600867e+00	1.55379220e-10
1	15.67	7.71225209e+00	8.49742291e-11
