mDM_GeV	sigmav95_cm3_s	best_sigmav_cm3_s	best_alpha_sec	best_L_kpc	best_minus2loglike	lr_at_limit
1.2290000000e+01	1.0579352829e-25	2.9845137020e-26	1.0000000000e+00	1.9837455900e+00	6.6084632558e+01	3.8403743539e+00
2.5200000000e+01	4.4204853655e-26	1.0574462582e-26	1.0000000000e+00	1.9012579440e+00	6.8488813883e+01	3.8403232781e+00
3.4510000000e+01	4.3020932654e-26	5.6164180054e-27	1.0000000000e+00	1.9371291652e+00	7.1097900343e+01	3.8402279336e+00
4.7250000000e+01	3.6457420799e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400902306e+00
6.4690000000e+01	4.5903684633e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401344481e+00
8.8570000000e+01	9.6131964197e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400303853e+00
1.2127000000e+02	2.5510846969e-25	1.2671626985e-26	1.0000000000e+00	1.9341225166e+00	7.1467704577e+01	3.8401636583e+00
1.7366000000e+02	3.7785900789e-25	1.7885120960e-26	1.0000000000e+00	1.9230994943e+00	7.1467414145e+01	3.8402025044e+00
2.3778000000e+02	1.4547228963e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400668947e+00
3.2556000000e+02	8.5639012774e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401112259e+00
4.4576000000e+02	8.7514262968e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400444282e+00
6.1032000000e+02	1.1834632235e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402126631e+00
8.3564000000e+02	1.8156001533e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402232326e+00
1.0000000000e+03	2.4255185194e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401064363e+00
