mDM_GeV	sigmav95_cm3_s	best_sigmav_cm3_s	best_alpha_sec	best_L_kpc	best_minus2loglike	lr_at_limit
2.4410000000e+01	9.1739307022e-27	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400126565e+00
2.5350000000e+01	7.8380198598e-27	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8403454140e+00
3.4320000000e+01	1.9671074737e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400644770e+00
4.8270000000e+01	2.6888765420e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402371738e+00
6.5360000000e+01	5.5253506216e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402834088e+00
8.8500000000e+01	1.2589738113e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8403123940e+00
1.2446000000e+02	2.1715833032e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400665416e+00
1.6853000000e+02	1.5982427553e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401466918e+00
2.3700000000e+02	1.0511688046e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402472742e+00
3.2091000000e+02	8.6982736813e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401536187e+00
4.3453000000e+02	9.0749288301e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401572146e+00
6.1108000000e+02	1.1843647908e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401022597e+00
8.2743000000e+02	1.7837752106e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402104664e+00
1.0000000000e+03	2.4185507386e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400835215e+00
