L_kpc	mDM_GeV	R_GV	flux
1	31.33	1.37331724e-01	9.42725757e-08
1	31.33	1.39801434e-01	9.94127195e-08
1	31.33	1.42315558e-01	1.04831664e-07
1	31.33	1.44874895e-01	1.10544398e-07
1	31.33	1.47480258e-01	1.16566703e-07
1	31.33	1.50132474e-01	1.22915196e-07
1	31.33	1.52832387e-01	1.29607370e-07
1	31.33	1.55580853e-01	1.36661642e-07
1	31.33	1.58378747e-01	1.44097399e-07
1	31.33	1.61226957e-01	1.51935046e-07
1	31.33	1.64126387e-01	1.60196060e-07
1	31.33	1.67077960e-01	1.68903044e-07
1	31.33	1.70082612e-01	1.78079783e-07
1	31.33	1.73141299e-01	1.87751306e-07
1	31.33	1.76254991e-01	1.97943946e-07
1	31.33	1.79424679e-01	2.08685407e-07
1	31.33	1.82651369e-01	2.20004834e-07
1	31.33	1.85936087e-01	2.31932881e-07
1	31.33	1.89279875e-01	2.44501791e-07
1	31.33	1.92683796e-01	2.57745472e-07
1	31.33	1.96148932e-01	2.71699577e-07
1	31.33	1.99676383e-01	2.86401597e-07
1	31.33	2.03267270e-01	3.01890910e-07
1	31.33	2.06922734e-01	3.18208883e-07
1	31.33	2.10643936e-01	3.35399027e-07
1	31.33	2.14432059e-01	3.53507067e-07
1	31.33	2.18288306e-01	3.72581047e-07
1	31.33	2.22213901e-01	3.92671436e-07
1	31.33	2.26210092e-01	4.13831249e-07
1	31.33	2.30278150e-01	4.36116164e-07
1	31.33	2.34419365e-01	4.59584649e-07
1	31.33	2.38635054e-01	4.84298091e-07
1	31.33	2.42926555e-01	5.10320931e-07
1	31.33	2.47295234e-01	5.37720808e-07
1	31.33	2.51742476e-01	5.66568705e-07
1	31.33	2.56269696e-01	5.96939104e-07
1	31.33	2.60878331e-01	6.28910166e-07
1	31.33	2.65569845e-01	6.62563888e-07
1	31.33	2.70345730e-01	6.97986275e-07
1	31.33	2.75207502e-01	7.35267525e-07
1	31.33	2.80156706e-01	7.74502215e-07
1	31.33	2.85194914e-01	8.15789504e-07
1	31.33	2.90323726e-01	8.59233337e-07
1	31.33	2.95544773e-01	9.04942661e-07
1	31.33	3.00859713e-01	9.53031655e-07
1	31.33	3.06270234e-01	1.00361996e-06
1	31.33	3.11778056e-01	1.05683293e-06
1	31.33	3.17384927e-01	1.11280189e-06
1	31.33	3.23092630e-01	1.17166433e-06
1	31.33	3.28902978e-01	1.23356417e-06
1	31.33	3.34817816e-01	1.29865213e-06
1	31.33	3.40839024e-01	1.36708595e-06
1	31.33	3.46968515e-01	1.43903078e-06
1	31.33	3.53208235e-01	1.51465946e-06
1	31.33	3.59560168e-01	1.59415291e-06
1	31.33	3.66026331e-01	1.67770044e-06
1	31.33	3.72608778e-01	1.76550058e-06
1	31.33	3.79309601e-01	1.85776432e-06
1	31.33	3.86130928e-01	1.95471524e-06
1	31.33	3.93074927e-01	2.05658939e-06
1	31.33	4.00143804e-01	2.16363645e-06
1	31.33	4.07339804e-01	2.27612091e-06
1	31.33	4.14665214e-01	2.39432342e-06
1	31.33	4.22122360e-01	2.51853926e-06
1	31.33	4.29713613e-01	2.64905993e-06
1	31.33	4.37441382e-01	2.78617860e-06
1	31.33	4.45308125e-01	2.93019591e-06
1	31.33	4.53316339e-01	3.08141881e-06
1	31.33	4.61468569e-01	3.24015889e-06
1	31.33	4.69767406e-01	3.40673659e-06
1	31.33	4.78215484e-01	3.58149663e-06
1	31.33	4.86815489e-01	3.76479749e-06
1	31.33	4.95570152e-01	3.95700734e-06
1	31.33	5.04482256e-01	4.15850334e-06
1	31.33	5.13554630e-01	4.36967335e-06
1	31.33	5.22790158e-01	4.59092245e-06
1	31.33	5.32191773e-01	4.82266803e-06
1	31.33	5.41762462e-01	5.06533782e-06
1	31.33	5.51505266e-01	5.31936972e-06
1	31.33	5.61423281e-01	5.58521559e-06
1	31.33	5.71519656e-01	5.86334068e-06
1	31.33	5.81797600e-01	6.15422086e-06
1	31.33	5.92260377e-01	6.45834213e-06
1	31.33	6.02911312e-01	6.77620151e-06
1	31.33	6.13753789e-01	7.10830614e-06
1	31.33	6.24791252e-01	7.45517204e-06
1	31.33	6.36027207e-01	7.81732314e-06
1	31.33	6.47465225e-01	8.19529007e-06
1	31.33	6.59108938e-01	8.58960937e-06
1	31.33	6.70962047e-01	9.00082221e-06
1	31.33	6.83028317e-01	9.42947122e-06
1	31.33	6.95311580e-01	9.87609946e-06
1	31.33	7.07815740e-01	1.03412485e-05
1	31.33	7.20544769e-01	1.08254453e-05
1	31.33	7.33502712e-01	1.13292011e-05
1	31.33	7.46693683e-01	1.18530143e-05
1	31.33	7.60121875e-01	1.23973736e-05
1	31.33	7.73791554e-01	1.29627528e-05
1	31.33	7.87707061e-01	1.35495529e-05
1	31.33	8.01872819e-01	1.41579639e-05
1	31.33	8.16293327e-01	1.47880510e-05
1	31.33	8.30973166e-01	1.54401367e-05
1	31.33	8.45917001e-01	1.61149373e-05
1	31.33	8.61129579e-01	1.68132174e-05
1	31.33	8.76615733e-01	1.75356121e-05
1	31.33	8.92380383e-01	1.82827368e-05
1	31.33	9.08428537e-01	1.90551153e-05
1	31.33	9.24765293e-01	1.98531891e-05
1	31.33	9.41395842e-01	2.06773464e-05
1	31.33	9.58325468e-01	2.15278954e-05
1	31.33	9.75559547e-01	2.24050674e-05
1	31.33	9.93103556e-01	2.33089617e-05
1	31.33	1.01096307e+00	2.42395612e-05
1	31.33	1.02914376e+00	2.51966720e-05
1	31.33	1.04765140e+00	2.61798629e-05
1	31.33	1.06649188e+00	2.71882237e-05
1	31.33	1.08567117e+00	2.82205243e-05
1	31.33	1.10519538e+00	2.92754052e-05
1	31.33	1.12507070e+00	3.03502085e-05
1	31.33	1.14530345e+00	3.14388768e-05
1	31.33	1.16590005e+00	3.25368179e-05
1	31.33	1.18686705e+00	3.36466563e-05
1	31.33	1.20821112e+00	3.47719497e-05
1	31.33	1.22993903e+00	3.59158022e-05
1	31.33	1.25205768e+00	3.70800815e-05
1	31.33	1.27457410e+00	3.82653638e-05
1	31.33	1.29749545e+00	3.94718764e-05
1	31.33	1.32082900e+00	4.06995019e-05
1	31.33	1.34458218e+00	4.19476978e-05
1	31.33	1.36876252e+00	4.32155412e-05
1	31.33	1.39337771e+00	4.45016321e-05
1	31.33	1.41843556e+00	4.58041546e-05
1	31.33	1.44394405e+00	4.71204592e-05
1	31.33	1.46991127e+00	4.84460303e-05
1	31.33	1.49634547e+00	4.97764830e-05
1	31.33	1.52325505e+00	5.11094469e-05
1	31.33	1.55064856e+00	5.24473293e-05
1	31.33	1.57853470e+00	5.37932862e-05
1	31.33	1.60692234e+00	5.51463292e-05
1	31.33	1.63582048e+00	5.65040938e-05
1	31.33	1.66523832e+00	5.78631086e-05
1	31.33	1.69518519e+00	5.92179127e-05
1	31.33	1.72567061e+00	6.05598421e-05
1	31.33	1.75670427e+00	6.18771831e-05
1	31.33	1.78829602e+00	6.31565598e-05
1	31.33	1.82045591e+00	6.43659828e-05
1	31.33	1.85319414e+00	6.54730455e-05
1	31.33	1.88652112e+00	6.64907329e-05
1	31.33	1.92044744e+00	6.74457917e-05
1	31.33	1.95498387e+00	6.83619454e-05
1	31.33	1.99014139e+00	6.92492253e-05
1	31.33	2.02593117e+00	7.01130443e-05
1	31.33	2.06236458e+00	7.09566162e-05
1	31.33	2.09945318e+00	7.17808362e-05
1	31.33	2.13720877e+00	7.25852501e-05
1	31.33	2.17564334e+00	7.33681845e-05
1	31.33	2.21476910e+00	7.41267520e-05
1	31.33	2.25459848e+00	7.48575257e-05
1	31.33	2.29514413e+00	7.55577388e-05
1	31.33	2.33641893e+00	7.62237152e-05
1	31.33	2.37843600e+00	7.68481170e-05
1	31.33	2.42120869e+00	7.74205253e-05
1	31.33	2.46475058e+00	7.79251841e-05
1	31.33	2.50907551e+00	7.83402745e-05
1	31.33	2.55419756e+00	7.86358643e-05
1	31.33	2.60013106e+00	7.87601008e-05
1	31.33	2.64689061e+00	7.86621654e-05
1	31.33	2.69449106e+00	7.83405840e-05
1	31.33	2.74294753e+00	7.78718667e-05
1	31.33	2.79227542e+00	7.73058092e-05
1	31.33	2.84249041e+00	7.66632002e-05
1	31.33	2.89360843e+00	7.59623029e-05
1	31.33	2.94564574e+00	7.52149729e-05
