L_kpc	mDM_GeV	R_GV	flux
1	32.45	1.37331724e-01	3.07309427e-07
1	32.45	1.39801434e-01	3.24088439e-07
1	32.45	1.42315558e-01	3.41779137e-07
1	32.45	1.44874895e-01	3.60430639e-07
1	32.45	1.47480258e-01	3.80094671e-07
1	32.45	1.50132474e-01	4.00825700e-07
1	32.45	1.52832387e-01	4.22681079e-07
1	32.45	1.55580853e-01	4.45721191e-07
1	32.45	1.58378747e-01	4.70009609e-07
1	32.45	1.61226957e-01	4.95613258e-07
1	32.45	1.64126387e-01	5.22602583e-07
1	32.45	1.67077960e-01	5.51051734e-07
1	32.45	1.70082612e-01	5.81038751e-07
1	32.45	1.73141299e-01	6.12645759e-07
1	32.45	1.76254991e-01	6.45959180e-07
1	32.45	1.79424679e-01	6.81069945e-07
1	32.45	1.82651369e-01	7.18073724e-07
1	32.45	1.85936087e-01	7.57071160e-07
1	32.45	1.89279875e-01	7.98168118e-07
1	32.45	1.92683796e-01	8.41475945e-07
1	32.45	1.96148932e-01	8.87111741e-07
1	32.45	1.99676383e-01	9.35198646e-07
1	32.45	2.03267270e-01	9.85866675e-07
1	32.45	2.06922734e-01	1.03925287e-06
1	32.45	2.10643936e-01	1.09550052e-06
1	32.45	2.14432059e-01	1.15476027e-06
1	32.45	2.18288306e-01	1.21719041e-06
1	32.45	2.22213901e-01	1.28295728e-06
1	32.45	2.26210092e-01	1.35223563e-06
1	32.45	2.30278150e-01	1.42520906e-06
1	32.45	2.34419365e-01	1.50207036e-06
1	32.45	2.38635054e-01	1.58302203e-06
1	32.45	2.42926555e-01	1.66827666e-06
1	32.45	2.47295234e-01	1.75805741e-06
1	32.45	2.51742476e-01	1.85259853e-06
1	32.45	2.56269696e-01	1.95214579e-06
1	32.45	2.60878331e-01	2.05695709e-06
1	32.45	2.65569845e-01	2.16730292e-06
1	32.45	2.70345730e-01	2.28346696e-06
1	32.45	2.75207502e-01	2.40574666e-06
1	32.45	2.80156706e-01	2.53445379e-06
1	32.45	2.85194914e-01	2.66991511e-06
1	32.45	2.90323726e-01	2.81247297e-06
1	32.45	2.95544773e-01	2.96248597e-06
1	32.45	3.00859713e-01	3.12032965e-06
1	32.45	3.06270234e-01	3.28639716e-06
1	32.45	3.11778056e-01	3.46109999e-06
1	32.45	3.17384927e-01	3.64486870e-06
1	32.45	3.23092630e-01	3.83815369e-06
1	32.45	3.28902978e-01	4.04142602e-06
1	32.45	3.34817816e-01	4.25517816e-06
1	32.45	3.40839024e-01	4.47992479e-06
1	32.45	3.46968515e-01	4.71620365e-06
1	32.45	3.53208235e-01	4.96457637e-06
1	32.45	3.59560168e-01	5.22562936e-06
1	32.45	3.66026331e-01	5.49997467e-06
1	32.45	3.72608778e-01	5.78825096e-06
1	32.45	3.79309601e-01	6.09112456e-06
1	32.45	3.86130928e-01	6.40929042e-06
1	32.45	3.93074927e-01	6.74347303e-06
1	32.45	4.00143804e-01	7.09442740e-06
1	32.45	4.07339804e-01	7.46294012e-06
1	32.45	4.14665214e-01	7.84983038e-06
1	32.45	4.22122360e-01	8.25595139e-06
1	32.45	4.29713613e-01	8.68219329e-06
1	32.45	4.37441382e-01	9.12948401e-06
1	32.45	4.45308125e-01	9.59879011e-06
1	32.45	4.53316339e-01	1.00911184e-05
1	32.45	4.61468569e-01	1.06075176e-05
1	32.45	4.69767406e-01	1.11490797e-05
1	32.45	4.78215484e-01	1.17169411e-05
1	32.45	4.86815489e-01	1.23122848e-05
1	32.45	4.95570152e-01	1.29363429e-05
