L_kpc	mDM_GeV	R_GV	flux
1	15.67	1.37331724e-01	1.90399063e-06
1	15.67	1.39801434e-01	2.00553440e-06
1	15.67	1.42315558e-01	2.11242396e-06
1	15.67	1.44874895e-01	2.22493524e-06
1	15.67	1.47480258e-01	2.34335799e-06
1	15.67	1.50132474e-01	2.46799640e-06
1	15.67	1.52832387e-01	2.59916982e-06
1	15.67	1.55580853e-01	2.73721346e-06
1	15.67	1.58378747e-01	2.88247914e-06
1	15.67	1.61226957e-01	3.03533604e-06
1	15.67	1.64126387e-01	3.19617156e-06
1	15.67	1.67077960e-01	3.36539211e-06
1	15.67	1.70082612e-01	3.54342402e-06
1	15.67	1.73141299e-01	3.73071444e-06
1	15.67	1.76254991e-01	3.92773227e-06
1	15.67	1.79424679e-01	4.13496920e-06
1	15.67	1.82651369e-01	4.35294067e-06
1	15.67	1.85936087e-01	4.58218700e-06
1	15.67	1.89279875e-01	4.82327444e-06
1	15.67	1.92683796e-01	5.07679635e-06
1	15.67	1.96148932e-01	5.34337436e-06
1	15.67	1.99676383e-01	5.62365948e-06
1	15.67	2.03267270e-01	5.91826395e-06
1	15.67	2.06922734e-01	6.22777818e-06
1	15.67	2.10643936e-01	6.55291066e-06
1	15.67	2.14432059e-01	6.89439869e-06
1	15.67	2.18288306e-01	7.25301003e-06
1	15.67	2.22213901e-01	7.62954372e-06
1	15.67	2.26210092e-01	8.02483080e-06
1	15.67	2.30278150e-01	8.43973515e-06
1	15.67	2.34419365e-01	8.87515429e-06
1	15.67	2.38635054e-01	9.33202013e-06
1	15.67	2.42926555e-01	9.81129970e-06
1	15.67	2.47295234e-01	1.03139958e-05
1	15.67	2.51742476e-01	1.08411477e-05
1	15.67	2.56269696e-01	1.13938315e-05
1	15.67	2.60878331e-01	1.19731609e-05
1	15.67	2.65569845e-01	1.25802873e-05
1	15.67	2.70345730e-01	1.32164002e-05
1	15.67	2.75207502e-01	1.38827279e-05
1	15.67	2.80156706e-01	1.45805368e-05
1	15.67	2.85194914e-01	1.53111320e-05
1	15.67	2.90323726e-01	1.60758571e-05
1	15.67	2.95544773e-01	1.68760936e-05
1	15.67	3.00859713e-01	1.77132607e-05
1	15.67	3.06270234e-01	1.85888146e-05
1	15.67	3.11778056e-01	1.95042478e-05
1	15.67	3.17384927e-01	2.04610877e-05
1	15.67	3.23092630e-01	2.14608961e-05
1	15.67	3.28902978e-01	2.25052674e-05
1	15.67	3.34817816e-01	2.35958266e-05
1	15.67	3.40839024e-01	2.47342279e-05
1	15.67	3.46968515e-01	2.59221515e-05
1	15.67	3.53208235e-01	2.71613016e-05
1	15.67	3.59560168e-01	2.84534033e-05
1	15.67	3.66026331e-01	2.98001990e-05
1	15.67	3.72608778e-01	3.12034431e-05
1	15.67	3.79309601e-01	3.26648847e-05
1	15.67	3.86130928e-01	3.41862647e-05
1	15.67	3.93074927e-01	3.57693138e-05
1	15.67	4.00143804e-01	3.74157448e-05
1	15.67	4.07339804e-01	3.91272438e-05
1	15.67	4.14665214e-01	4.09054608e-05
1	15.67	4.22122360e-01	4.27520130e-05
1	15.67	4.29713613e-01	4.46685593e-05
1	15.67	4.37441382e-01	4.66567702e-05
1	15.67	4.45308125e-01	4.87182951e-05
1	15.67	4.53316339e-01	5.08547609e-05
1	15.67	4.61468569e-01	5.30677708e-05
1	15.67	4.69767406e-01	5.53588687e-05
1	15.67	4.78215484e-01	5.77294382e-05
1	15.67	4.86815489e-01	6.01807536e-05
1	15.67	4.95570152e-01	6.27139897e-05
1	15.67	5.04482256e-01	6.53302111e-05
1	15.67	5.13554630e-01	6.80303652e-05
1	15.67	5.22790158e-01	7.08152826e-05
1	15.67	5.32191773e-01	7.36856585e-05
1	15.67	5.41762462e-01	7.66420386e-05
1	15.67	5.51505266e-01	7.96848055e-05
1	15.67	5.61423281e-01	8.28141281e-05
1	15.67	5.71519656e-01	8.60299506e-05
1	15.67	5.81797600e-01	8.93319971e-05
1	15.67	5.92260377e-01	9.27197539e-05
1	15.67	6.02911312e-01	9.61924184e-05
1	15.67	6.13753789e-01	9.97488875e-05
1	15.67	6.24791252e-01	1.03387755e-04
1	15.67	6.36027207e-01	1.07107245e-04
1	15.67	6.47465225e-01	1.10905084e-04
1	15.67	6.59108938e-01	1.14778556e-04
1	15.67	6.70962047e-01	1.18724468e-04
1	15.67	6.83028317e-01	1.22738957e-04
1	15.67	6.95311580e-01	1.26817504e-04
1	15.67	7.07815740e-01	1.30954870e-04
