# E  dN/dE  [GeV  ph/GeV]
5.276744e-08 0.000000e+00
5.920604e-08 0.000000e+00
6.643027e-08 0.000000e+00
7.453599e-08 1.164685e+03
8.363076e-08 0.000000e+00
9.383526e-08 0.000000e+00
1.052849e-07 0.000000e+00
1.181316e-07 0.000000e+00
1.325458e-07 0.000000e+00
1.487189e-07 0.000000e+00
1.668653e-07 0.000000e+00
1.872260e-07 0.000000e+00
2.100710e-07 0.000000e+00
2.357035e-07 0.000000e+00
2.644637e-07 0.000000e+00
2.967331e-07 0.000000e+00
3.329401e-07 0.000000e+00
3.735649e-07 0.000000e+00
4.191467e-07 0.000000e+00
4.702903e-07 0.000000e+00
5.276744e-07 1.645161e+02
5.920604e-07 0.000000e+00
6.643027e-07 0.000000e+00
7.453599e-07 0.000000e+00
8.363076e-07 1.038026e+02
9.383526e-07 0.000000e+00
1.052849e-06 1.649067e+02
1.181316e-06 2.204599e+02
1.325458e-06 0.000000e+00
1.487189e-06 1.167450e+02
1.668653e-06 2.080982e+02
1.872260e-06 1.391008e+02
2.100710e-06 3.719212e+02
2.357035e-06 2.578140e+02
2.644637e-06 4.267286e+02
2.967331e-06 3.803223e+02
3.329401e-06 3.650366e+02
3.735649e-06 6.506785e+02
4.191467e-06 7.663200e+02
4.702903e-06 6.276064e+02
5.276744e-06 8.061289e+02
5.920604e-06 1.011713e+03
6.643027e-06 9.408945e+02
7.453599e-06 1.187979e+03
8.363076e-06 1.256012e+03
9.383526e-06 1.248942e+03
1.052849e-05 1.261537e+03
1.181316e-05 1.381549e+03
1.325458e-05 1.453990e+03
1.487189e-05 1.371754e+03
1.668653e-05 1.352639e+03
1.872260e-05 1.298274e+03
2.100710e-05 1.194280e+03
2.357035e-05 1.101234e+03
2.644637e-05 1.093082e+03
2.967331e-05 9.683591e+02
3.329401e-05 8.995546e+02
3.735649e-05 9.039784e+02
4.191467e-05 8.553788e+02
4.702903e-05 7.125178e+02
5.276744e-05 6.268064e+02
5.920604e-05 5.454455e+02
6.643027e-05 5.174920e+02
7.453599e-05 4.938264e+02
8.363076e-05 4.370091e+02
9.383526e-05 3.913351e+02
1.052849e-04 3.322871e+02
1.181316e-04 3.145228e+02
1.325458e-04 2.632901e+02
1.487189e-04 2.369924e+02
1.668653e-04 2.018553e+02
1.872260e-04 1.734124e+02
2.100710e-04 1.648851e+02
2.357035e-04 1.388512e+02
2.644637e-04 1.322859e+02
2.967331e-04 1.211180e+02
3.329401e-04 1.048177e+02
3.735649e-04 9.341884e+01
4.191467e-04 8.305252e+01
4.702903e-04 8.417309e+01
5.276744e-04 7.057741e+01
5.920604e-04 5.996968e+01
6.643027e-04 5.357871e+01
7.453599e-04 5.066379e+01
8.363076e-04 4.141726e+01
9.383526e-04 3.830088e+01
1.052849e-03 3.545495e+01
1.181316e-03 3.049696e+01
1.325458e-03 2.678747e+01
1.487189e-03 2.510018e+01
1.668653e-03 2.133007e+01
1.872260e-03 2.049419e+01
2.100710e-03 1.772824e+01
2.357035e-03 1.602130e+01
2.644637e-03 1.509963e+01
2.967331e-03 1.196552e+01
3.329401e-03 1.202014e+01
3.735649e-03 1.041086e+01
4.191467e-03 1.004501e+01
4.702903e-03 8.989538e+00
5.276744e-03 8.538386e+00
5.920604e-03 7.463219e+00
6.643027e-03 6.782281e+00
7.453599e-03 5.765190e+00
8.363076e-03 6.030934e+00
9.383526e-03 5.587858e+00
1.052849e-02 5.779982e+00
1.181316e-02 5.239598e+00
1.325458e-02 4.918678e+00
1.487189e-02 4.401288e+00
1.668653e-02 4.349253e+00
1.872260e-02 3.792816e+00
2.100710e-02 3.826656e+00
2.357035e-02 3.845111e+00
2.644637e-02 3.423677e+00
2.967331e-02 3.384868e+00
3.329401e-02 3.233182e+00
3.735649e-02 3.244097e+00
4.191467e-02 3.104632e+00
4.702903e-02 3.082655e+00
5.276744e-02 3.096193e+00
5.920604e-02 2.755086e+00
6.643027e-02 2.803082e+00
7.453599e-02 2.756809e+00
8.363076e-02 2.790215e+00
9.383526e-02 2.689388e+00
1.052849e-01 2.598930e+00
1.181316e-01 2.516183e+00
1.325458e-01 2.541863e+00
1.487189e-01 2.511186e+00
1.668653e-01 2.431108e+00
1.872260e-01 2.409226e+00
2.100710e-01 2.316656e+00
2.357035e-01 2.233037e+00
2.644637e-01 2.207172e+00
2.967331e-01 2.152917e+00
3.329401e-01 2.082013e+00
3.735649e-01 1.952965e+00
4.191467e-01 1.902130e+00
4.702903e-01 1.844424e+00
5.276744e-01 1.744858e+00
5.920604e-01 1.669181e+00
6.643027e-01 1.558487e+00
7.453599e-01 1.467852e+00
8.363076e-01 1.395938e+00
9.383526e-01 1.291961e+00
1.052849e+00 1.205881e+00
1.181316e+00 1.101344e+00
1.325458e+00 1.017989e+00
1.487189e+00 9.242705e-01
1.668653e+00 8.357226e-01
1.872260e+00 7.481306e-01
2.100710e+00 6.744998e-01
2.357035e+00 6.036162e-01
2.644637e+00 5.255984e-01
2.967331e+00 4.473760e-01
3.329401e+00 3.881904e-01
