mDM_GeV	sigmav95_cm3_s	best_sigmav_cm3_s	best_alpha_sec	best_L_kpc	best_minus2loglike	lr_at_limit
1.1750000000e+01	3.0134716701e-25	8.4925991668e-26	1.0000000000e+00	1.9934148118e+00	6.6247695286e+01	3.8403101017e+00
2.5200000000e+01	8.9681089613e-26	2.0624382509e-26	1.0000000000e+00	1.9007873617e+00	6.8922973385e+01	3.8400543491e+00
3.4510000000e+01	8.4728981874e-26	9.1337564575e-27	1.0000000000e+00	1.9484104099e+00	7.1270051636e+01	3.8403812655e+00
4.7250000000e+01	7.5424886779e-26	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402881398e+00
6.4690000000e+01	1.1052571461e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402468473e+00
8.8570000000e+01	2.2347742968e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400315871e+00
1.2127000000e+02	5.1497069983e-25	2.1560643782e-26	1.0000000000e+00	1.9435466658e+00	7.1487375104e+01	3.8402197005e+00
1.7366000000e+02	6.7738547086e-25	7.7514829859e-27	1.0000000000e+00	1.9877064477e+00	7.1530567431e+01	3.8400516648e+00
2.3778000000e+02	3.1108352333e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400907126e+00
3.2556000000e+02	1.7457002883e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402111284e+00
4.4576000000e+02	1.7668013925e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400508103e+00
6.1032000000e+02	2.3527497594e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401251080e+00
8.3564000000e+02	3.5851013347e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400744414e+00
1.0000000000e+03	4.8477544755e-25	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401940627e+00
