L_kpc	mDM_GeV	R_GV	flux
1	10.8	1.37331724e-01	1.30586609e-12
1	10.8	1.39801434e-01	1.39652936e-12
1	10.8	1.42315558e-01	1.49382015e-12
1	10.8	1.44874895e-01	1.59824958e-12
1	10.8	1.47480258e-01	1.71037035e-12
1	10.8	1.50132474e-01	1.83078026e-12
1	10.8	1.52832387e-01	1.96012606e-12
1	10.8	1.55580853e-01	2.09910765e-12
1	10.8	1.58378747e-01	2.24848271e-12
1	10.8	1.61226957e-01	2.40907165e-12
1	10.8	1.64126387e-01	2.58176308e-12
1	10.8	1.67077960e-01	2.76751971e-12
1	10.8	1.70082612e-01	2.96738487e-12
1	10.8	1.73141299e-01	3.18248954e-12
1	10.8	1.76254991e-01	3.41406033e-12
1	10.8	1.79424679e-01	3.66343271e-12
1	10.8	1.82651369e-01	3.93206159e-12
1	10.8	1.85936087e-01	4.22152931e-12
1	10.8	1.89279875e-01	4.53355771e-12
1	10.8	1.92683796e-01	4.87002135e-12
1	10.8	1.96148932e-01	5.23296274e-12
1	10.8	1.99676383e-01	5.62461001e-12
1	10.8	2.03267270e-01	6.04826525e-12
1	10.8	2.06922734e-01	6.50822387e-12
1	10.8	2.10643936e-01	7.00806972e-12
1	10.8	2.14432059e-01	7.55180756e-12
1	10.8	2.18288306e-01	8.14390747e-12
1	10.8	2.22213901e-01	8.78936901e-12
1	10.8	2.26210092e-01	9.49379533e-12
1	10.8	2.30278150e-01	1.02634779e-11
1	10.8	2.34419365e-01	1.11054955e-11
1	10.8	2.38635054e-01	1.20278292e-11
1	10.8	2.42926555e-01	1.30394972e-11
1	10.8	2.47295234e-01	1.41507128e-11
1	10.8	2.51742476e-01	1.53730708e-11
1	10.8	2.56269696e-01	1.67196214e-11
1	10.8	2.60878331e-01	1.82045406e-11
1	10.8	2.65569845e-01	1.98434955e-11
1	10.8	2.70345730e-01	2.16538935e-11
1	10.8	2.75207502e-01	2.36550227e-11
1	10.8	2.80156706e-01	2.58681780e-11
1	10.8	2.85194914e-01	2.83167676e-11
1	10.8	2.90323726e-01	3.10263780e-11
1	10.8	2.95544773e-01	3.40247856e-11
1	10.8	3.00859713e-01	3.73418796e-11
1	10.8	3.06270234e-01	4.10094708e-11
1	10.8	3.11778056e-01	4.50609341e-11
1	10.8	3.17384927e-01	4.95309522e-11
1	10.8	3.23092630e-01	5.44584285e-11
1	10.8	3.28902978e-01	5.98868387e-11
1	10.8	3.34817816e-01	6.58624275e-11
1	10.8	3.40839024e-01	7.24339650e-11
1	10.8	3.46968515e-01	7.96523570e-11
1	10.8	3.53208235e-01	8.75700795e-11
1	10.8	3.59560168e-01	9.62403792e-11
1	10.8	3.66026331e-01	1.05716199e-10
1	10.8	3.72608778e-01	1.16050229e-10
1	10.8	3.79309601e-01	1.27303819e-10
1	10.8	3.86130928e-01	1.39546024e-10
1	10.8	3.93074927e-01	1.52851251e-10
1	10.8	4.00143804e-01	1.67300451e-10
1	10.8	4.07339804e-01	1.82982738e-10
1	10.8	4.14665214e-01	1.99997560e-10
1	10.8	4.22122360e-01	2.18454756e-10
1	10.8	4.29713613e-01	2.38459176e-10
1	10.8	4.37441382e-01	2.60114749e-10
1	10.8	4.45308125e-01	2.83530632e-10
1	10.8	4.53316339e-01	3.08821908e-10
1	10.8	4.61468569e-01	3.36110801e-10
1	10.8	4.69767406e-01	3.65525531e-10
1	10.8	4.78215484e-01	3.97193744e-10
1	10.8	4.86815489e-01	4.31247317e-10
1	10.8	4.95570152e-01	4.67825254e-10
1	10.8	5.04482256e-01	5.07075651e-10
1	10.8	5.13554630e-01	5.49150390e-10
1	10.8	5.22790158e-01	5.94183915e-10
1	10.8	5.32191773e-01	6.42304501e-10
1	10.8	5.41762462e-01	6.93638172e-10
1	10.8	5.51505266e-01	7.48306751e-10
1	10.8	5.61423281e-01	8.06402850e-10
1	10.8	5.71519656e-01	8.67985542e-10
1	10.8	5.81797600e-01	9.33088623e-10
1	10.8	5.92260377e-01	1.00171262e-09
1	10.8	6.02911312e-01	1.07377618e-09
1	10.8	6.13753789e-01	1.14910972e-09
1	10.8	6.24791252e-01	1.22746308e-09
1	10.8	6.36027207e-01	1.30844416e-09
1	10.8	6.47465225e-01	1.39139244e-09
1	10.8	6.59108938e-01	1.47542239e-09
1	10.8	6.70962047e-01	1.55940203e-09
1	10.8	6.83028317e-01	1.64178887e-09
1	10.8	6.95311580e-01	1.72064070e-09
1	10.8	7.07815740e-01	1.79354049e-09
1	10.8	7.20544769e-01	1.85610737e-09
1	10.8	7.33502712e-01	1.90233424e-09
1	10.8	7.46693683e-01	1.92651153e-09
1	10.8	7.60121875e-01	1.92985301e-09
1	10.8	7.73791554e-01	1.91780186e-09
1	10.8	7.87707061e-01	1.89524435e-09
1	10.8	8.01872819e-01	1.86247262e-09
1	10.8	8.16293327e-01	1.81895703e-09
1	10.8	8.30973166e-01	1.76463144e-09
1	10.8	8.45917001e-01	1.69994180e-09
1	10.8	8.61129579e-01	1.62533725e-09
1	10.8	8.76615733e-01	1.54063747e-09
1	10.8	8.92380383e-01	1.44583057e-09
1	10.8	9.08428537e-01	1.34121909e-09
1	10.8	9.24765293e-01	1.22757539e-09
1	10.8	9.41395842e-01	1.10501549e-09
1	10.8	9.58325468e-01	9.73238487e-10
1	10.8	9.75559547e-01	8.34618521e-10
1	10.8	9.93103556e-01	6.94954958e-10
1	10.8	1.01096307e+00	5.56019051e-10
1	10.8	1.02914376e+00	4.12668567e-10
1	10.8	1.04765140e+00	2.77388403e-10
1	10.8	1.06649188e+00	1.75255242e-10
1	10.8	1.08567117e+00	1.09160965e-10
1	10.8	1.10519538e+00	6.76807470e-11
1	10.8	1.12507070e+00	4.17989075e-11
1	10.8	1.14530345e+00	2.57164929e-11
1	10.8	1.16590005e+00	1.57623971e-11
1	10.8	1.18686705e+00	9.62695950e-12
1	10.8	1.20821112e+00	5.86007058e-12
1	10.8	1.22993903e+00	3.55579321e-12
1	10.8	1.25205768e+00	2.15112983e-12
1	10.8	1.27457410e+00	1.29770028e-12
1	10.8	1.29749545e+00	7.80800414e-13
1	10.8	1.32082900e+00	4.68644354e-13
1	10.8	1.34458218e+00	2.80650069e-13
1	10.8	1.36876252e+00	1.67720493e-13
1	10.8	1.39337771e+00	1.00043072e-13
1	10.8	1.41843556e+00	5.95728369e-14
1	10.8	1.44394405e+00	3.54201165e-14
1	10.8	1.46991127e+00	2.10315626e-14
1	10.8	1.49634547e+00	1.24735907e-14
1	10.8	1.52325505e+00	7.39072922e-15
1	10.8	1.55064856e+00	4.37557485e-15
1	10.8	1.57853470e+00	2.58886646e-15
1	10.8	1.60692234e+00	1.53103075e-15
1	10.8	1.63582048e+00	9.05167808e-16
1	10.8	1.66523832e+00	5.35074760e-16
1	10.8	1.69518519e+00	3.16305825e-16
1	10.8	1.72567061e+00	1.87013232e-16
1	10.8	1.75670427e+00	1.10604494e-16
1	10.8	1.78829602e+00	6.54438989e-17
1	10.8	1.82045591e+00	3.87453835e-17
1	10.8	1.85319414e+00	2.29552192e-17
1	10.8	1.88652112e+00	1.36115541e-17
1	10.8	1.92044744e+00	8.07887359e-18
1	10.8	1.95498387e+00	4.80021567e-18
1	10.8	1.99014139e+00	2.85552261e-18
1	10.8	2.02593117e+00	1.70087184e-18
1	10.8	2.06236458e+00	1.01452601e-18
1	10.8	2.09945318e+00	6.06042622e-19
1	10.8	2.13720877e+00	3.62604145e-19
1	10.8	2.17564334e+00	2.17315996e-19
1	10.8	2.21476910e+00	1.30472284e-19
1	10.8	2.25459848e+00	7.84782809e-20
1	10.8	2.29514413e+00	4.72956342e-20
1	10.8	2.33641893e+00	2.85606117e-20
1	10.8	2.37843600e+00	1.72831233e-20
1	10.8	2.42120869e+00	1.04813564e-20
1	10.8	2.46475058e+00	6.37066101e-21
1	10.8	2.50907551e+00	3.88108751e-21
1	10.8	2.55419756e+00	2.37002775e-21
1	10.8	2.60013106e+00	1.45081683e-21
1	10.8	2.64689061e+00	8.90344260e-22
1	10.8	2.69449106e+00	5.47791792e-22
1	10.8	2.74294753e+00	3.37917013e-22
1	10.8	2.79227542e+00	2.09009065e-22
1	10.8	2.84249041e+00	1.29629196e-22
1	10.8	2.89360843e+00	8.06201573e-23
1	10.8	2.94564574e+00	5.02812506e-23
1	10.8	2.99861886e+00	3.14489499e-23
1	10.8	3.05254463e+00	1.97268053e-23
1	10.8	3.10744017e+00	1.24098555e-23
1	10.8	3.16332293e+00	7.82959790e-24
1	10.8	3.22021066e+00	4.95416993e-24
1	10.8	3.27812143e+00	3.14374184e-24
1	10.8	3.33707365e+00	2.00050477e-24
1	10.8	3.39708603e+00	1.27644756e-24
1	10.8	3.45817764e+00	8.16518695e-25
1	10.8	3.52036790e+00	5.23511532e-25
1	10.8	3.58367656e+00	3.36311531e-25
1	10.8	3.64812373e+00	2.16384892e-25
1	10.8	3.71372989e+00	1.39363676e-25
1	10.8	3.78051589e+00	8.97916510e-26
1	10.8	3.84850293e+00	5.78341995e-26
1	10.8	3.91771261e+00	3.72122839e-26
1	10.8	3.98816694e+00	2.39024821e-26
1	10.8	4.05988828e+00	1.53174484e-26
1	10.8	4.13289942e+00	9.78787960e-27
1	10.8	4.20722356e+00	6.23396625e-27
1	10.8	4.28288431e+00	3.95610912e-27
1	10.8	4.35990571e+00	2.50085330e-27
1	10.8	4.43831223e+00	1.57448876e-27
1	10.8	4.51812877e+00	9.87093504e-28
1	10.8	4.59938070e+00	6.16163148e-28
1	10.8	4.68209382e+00	3.82925371e-28
1	10.8	4.76629442e+00	2.36910141e-28
1	10.8	4.85200924e+00	1.45908241e-28
1	10.8	4.93926552e+00	8.94503472e-29
1	10.8	5.02809098e+00	5.45848663e-29
1	10.8	5.11851383e+00	3.31538694e-29
1	10.8	5.21056280e+00	2.00425446e-29
1	10.8	5.30426714e+00	1.20590704e-29
1	10.8	5.39965661e+00	7.22109889e-30
1	10.8	5.49676153e+00	4.30336005e-30
1	10.8	5.59561273e+00	2.55219353e-30
1	10.8	5.69624163e+00	1.50628696e-30
1	10.8	5.79868019e+00	8.84660600e-31
1	10.8	5.90296096e+00	5.17019758e-31
1	10.8	6.00911706e+00	3.00666912e-31
1	10.8	6.11718223e+00	1.73979726e-31
1	10.8	6.22719079e+00	1.00168812e-31
1	10.8	6.33917769e+00	5.73817161e-32
1	10.8	6.45317852e+00	3.27045221e-32
1	10.8	6.56922948e+00	1.85447663e-32
1	10.8	6.68736745e+00	1.04616478e-32
1	10.8	6.80762996e+00	5.87123909e-33
1	10.8	6.93005521e+00	3.27790236e-33
1	10.8	7.05468210e+00	1.82047345e-33
1	10.8	7.18155022e+00	1.00572710e-33
1	10.8	7.31069988e+00	5.52673547e-34
1	10.8	7.44217211e+00	3.02089094e-34
1	10.8	7.57600867e+00	1.64234447e-34
1	10.8	7.71225209e+00	8.88057648e-35
1	10.8	7.85094564e+00	4.77584800e-35
1	10.8	7.99213340e+00	2.55432919e-35
1	10.8	8.13586021e+00	1.35864108e-35
1	10.8	8.28217174e+00	7.18651715e-36
1	10.8	8.43111446e+00	3.78009091e-36
1	10.8	8.58273571e+00	1.97715246e-36
1	10.8	8.73708363e+00	1.02829129e-36
1	10.8	8.89420728e+00	5.31758030e-37
1	10.8	9.05415657e+00	2.73411986e-37
1	10.8	9.21698231e+00	1.39768784e-37
1	10.8	9.38273624e+00	7.10354930e-38
1	10.8	9.55147100e+00	3.58919021e-38
1	10.8	9.72324022e+00	0.00000000e+00
1	10.8	9.89809845e+00	0.00000000e+00
1	10.8	1.00761012e+01	0.00000000e+00
1	10.8	1.02573052e+01	0.00000000e+00
1	10.8	1.04417678e+01	0.00000000e+00
1	10.8	1.06295477e+01	0.00000000e+00
1	10.8	1.08207045e+01	0.00000000e+00
1	10.8	1.10152990e+01	0.00000000e+00
1	10.8	1.12133931e+01	0.00000000e+00
1	10.8	1.14150495e+01	0.00000000e+00
1	10.8	1.16203324e+01	0.00000000e+00
1	10.8	1.18293071e+01	0.00000000e+00
1	10.8	1.20420399e+01	0.00000000e+00
1	10.8	1.22585983e+01	0.00000000e+00
1	10.8	1.24790512e+01	0.00000000e+00
1	10.8	1.27034687e+01	0.00000000e+00
1	10.8	1.29319220e+01	0.00000000e+00
1	10.8	1.31644836e+01	0.00000000e+00
1	10.8	1.34012276e+01	0.00000000e+00
1	10.8	1.36422290e+01	0.00000000e+00
1	10.8	1.38875645e+01	0.00000000e+00
1	10.8	1.41373120e+01	0.00000000e+00
1	10.8	1.43915509e+01	0.00000000e+00
1	10.8	1.46503618e+01	0.00000000e+00
1	10.8	1.49138271e+01	0.00000000e+00
1	10.8	1.51820305e+01	0.00000000e+00
1	10.8	1.54550570e+01	0.00000000e+00
1	10.8	1.57329936e+01	0.00000000e+00
1	10.8	1.60159284e+01	0.00000000e+00
1	10.8	1.63039515e+01	0.00000000e+00
1	10.8	1.65971541e+01	0.00000000e+00
1	10.8	1.68956296e+01	0.00000000e+00
1	10.8	1.71994728e+01	0.00000000e+00
1	10.8	1.75087801e+01	0.00000000e+00
1	10.8	1.78236499e+01	0.00000000e+00
1	10.8	1.81441821e+01	0.00000000e+00
1	10.8	1.84704786e+01	0.00000000e+00
1	10.8	1.88026431e+01	0.00000000e+00
1	10.8	1.91407811e+01	0.00000000e+00
1	10.8	1.94850000e+01	0.00000000e+00
1	10.8	1.98354092e+01	0.00000000e+00
1	10.8	2.01921200e+01	0.00000000e+00
1	10.8	2.05552457e+01	0.00000000e+00
1	10.8	2.09249017e+01	0.00000000e+00
1	10.8	2.13012054e+01	0.00000000e+00
1	10.8	2.16842764e+01	0.00000000e+00
1	10.8	2.20742363e+01	0.00000000e+00
1	10.8	2.24712091e+01	0.00000000e+00
1	10.8	2.28753209e+01	0.00000000e+00
1	10.8	2.32867000e+01	0.00000000e+00
1	10.8	2.37054772e+01	0.00000000e+00
1	10.8	2.41317855e+01	0.00000000e+00
1	10.8	2.45657603e+01	0.00000000e+00
1	10.8	2.50075395e+01	0.00000000e+00
1	10.8	2.54572635e+01	0.00000000e+00
1	10.8	2.59150750e+01	0.00000000e+00
1	10.8	2.63811197e+01	0.00000000e+00
1	10.8	2.68555455e+01	0.00000000e+00
1	10.8	2.73385031e+01	0.00000000e+00
1	10.8	2.78301461e+01	0.00000000e+00
1	10.8	2.83306305e+01	0.00000000e+00
1	10.8	2.88401154e+01	0.00000000e+00
1	10.8	2.93587626e+01	0.00000000e+00
1	10.8	2.98867369e+01	0.00000000e+00
1	10.8	3.04242061e+01	0.00000000e+00
1	10.8	3.09713409e+01	0.00000000e+00
1	10.8	3.15283151e+01	0.00000000e+00
1	10.8	3.20953056e+01	0.00000000e+00
1	10.8	3.26724927e+01	0.00000000e+00
1	10.8	3.32600596e+01	0.00000000e+00
1	10.8	3.38581930e+01	0.00000000e+00
1	10.8	3.44670830e+01	0.00000000e+00
1	10.8	3.50869230e+01	0.00000000e+00
1	10.8	3.57179100e+01	0.00000000e+00
1	10.8	3.63602442e+01	0.00000000e+00
1	10.8	3.70141300e+01	0.00000000e+00
1	10.8	3.76797749e+01	0.00000000e+00
1	10.8	3.83573904e+01	0.00000000e+00
1	10.8	3.90471919e+01	0.00000000e+00
1	10.8	3.97493984e+01	0.00000000e+00
1	10.8	4.04642331e+01	0.00000000e+00
1	10.8	4.11919231e+01	0.00000000e+00
1	10.8	4.19326995e+01	0.00000000e+00
1	10.8	4.26867977e+01	0.00000000e+00
1	10.8	4.34544572e+01	0.00000000e+00
1	10.8	4.42359219e+01	0.00000000e+00
1	10.8	4.50314402e+01	0.00000000e+00
1	10.8	4.58412647e+01	0.00000000e+00
1	10.8	4.66656526e+01	0.00000000e+00
1	10.8	4.75048660e+01	0.00000000e+00
1	10.8	4.83591715e+01	0.00000000e+00
1	10.8	4.92288403e+01	0.00000000e+00
1	10.8	5.01141489e+01	0.00000000e+00
1	10.8	5.10153785e+01	0.00000000e+00
1	10.8	5.19328153e+01	0.00000000e+00
1	10.8	5.28667509e+01	0.00000000e+00
1	10.8	5.38174820e+01	0.00000000e+00
1	10.8	5.47853105e+01	0.00000000e+00
1	10.8	5.57705441e+01	0.00000000e+00
1	10.8	5.67734956e+01	0.00000000e+00
1	10.8	5.77944838e+01	0.00000000e+00
1	10.8	5.88338329e+01	0.00000000e+00
1	10.8	5.98918732e+01	0.00000000e+00
1	10.8	6.09689408e+01	0.00000000e+00
1	10.8	6.20653779e+01	0.00000000e+00
1	10.8	6.31815328e+01	0.00000000e+00
1	10.8	6.43177601e+01	0.00000000e+00
1	10.8	6.54744208e+01	0.00000000e+00
1	10.8	6.66518823e+01	0.00000000e+00
1	10.8	6.78505188e+01	0.00000000e+00
1	10.8	6.90707110e+01	0.00000000e+00
1	10.8	7.03128465e+01	0.00000000e+00
1	10.8	7.15773200e+01	0.00000000e+00
1	10.8	7.28645333e+01	0.00000000e+00
1	10.8	7.41748952e+01	0.00000000e+00
1	10.8	7.55088220e+01	0.00000000e+00
1	10.8	7.68667375e+01	0.00000000e+00
1	10.8	7.82490732e+01	0.00000000e+00
1	10.8	7.96562682e+01	0.00000000e+00
1	10.8	8.10887695e+01	0.00000000e+00
1	10.8	8.25470322e+01	0.00000000e+00
1	10.8	8.40315196e+01	0.00000000e+00
1	10.8	8.55427034e+01	0.00000000e+00
1	10.8	8.70810636e+01	0.00000000e+00
1	10.8	8.86470890e+01	0.00000000e+00
1	10.8	9.02412770e+01	0.00000000e+00
1	10.8	9.18641342e+01	0.00000000e+00
1	10.8	9.35161760e+01	0.00000000e+00
1	10.8	9.51979275e+01	0.00000000e+00
1	10.8	9.69099227e+01	0.00000000e+00
1	10.8	9.86527057e+01	0.00000000e+00
1	10.8	1.00426830e+02	0.00000000e+00
1	10.8	1.02232860e+02	0.00000000e+00
1	10.8	1.04071368e+02	0.00000000e+00
1	10.8	1.05942939e+02	0.00000000e+00
1	10.8	1.07848167e+02	0.00000000e+00
1	10.8	1.09787659e+02	0.00000000e+00
1	10.8	1.11762029e+02	0.00000000e+00
1	10.8	1.13771905e+02	0.00000000e+00
1	10.8	1.15817926e+02	0.00000000e+00
1	10.8	1.17900742e+02	0.00000000e+00
1	10.8	1.20021014e+02	0.00000000e+00
1	10.8	1.22179416e+02	0.00000000e+00
1	10.8	1.24376634e+02	0.00000000e+00
1	10.8	1.26613366e+02	0.00000000e+00
1	10.8	1.28890322e+02	0.00000000e+00
1	10.8	1.31208225e+02	0.00000000e+00
1	10.8	1.33567813e+02	0.00000000e+00
1	10.8	1.35969834e+02	0.00000000e+00
1	10.8	1.38415053e+02	0.00000000e+00
1	10.8	1.40904245e+02	0.00000000e+00
1	10.8	1.43438201e+02	0.00000000e+00
1	10.8	1.46017727e+02	0.00000000e+00
1	10.8	1.48643642e+02	0.00000000e+00
1	10.8	1.51316780e+02	0.00000000e+00
1	10.8	1.54037990e+02	0.00000000e+00
1	10.8	1.56808138e+02	0.00000000e+00
1	10.8	1.59628103e+02	0.00000000e+00
1	10.8	1.62498780e+02	0.00000000e+00
1	10.8	1.65421083e+02	0.00000000e+00
1	10.8	1.68395939e+02	0.00000000e+00
