L_kpc	mDM_GeV	R_GV	flux
1	19.28	1.37331724e-01	2.34410864e-10
1	19.28	1.39801434e-01	2.46976882e-10
1	19.28	1.42315558e-01	2.60209132e-10
1	19.28	1.44874895e-01	2.74142346e-10
1	19.28	1.47480258e-01	2.88813016e-10
1	19.28	1.50132474e-01	3.04259483e-10
1	19.28	1.52832387e-01	3.20522025e-10
1	19.28	1.55580853e-01	3.37642954e-10
1	19.28	1.58378747e-01	3.55666706e-10
1	19.28	1.61226957e-01	3.74639953e-10
1	19.28	1.64126387e-01	3.94611698e-10
1	19.28	1.67077960e-01	4.15633398e-10
1	19.28	1.70082612e-01	4.37759068e-10
1	19.28	1.73141299e-01	4.61045411e-10
1	19.28	1.76254991e-01	4.85551937e-10
1	19.28	1.79424679e-01	5.11341100e-10
1	19.28	1.82651369e-01	5.38478428e-10
1	19.28	1.85936087e-01	5.67032672e-10
1	19.28	1.89279875e-01	5.97075947e-10
1	19.28	1.92683796e-01	6.28683893e-10
1	19.28	1.96148932e-01	6.61935824e-10
1	19.28	1.99676383e-01	6.96914888e-10
1	19.28	2.03267270e-01	7.33701642e-10
1	19.28	2.06922734e-01	7.72375700e-10
1	19.28	2.10643936e-01	8.13029100e-10
1	19.28	2.14432059e-01	8.55757872e-10
1	19.28	2.18288306e-01	9.00662257e-10
1	19.28	2.22213901e-01	9.47846845e-10
1	19.28	2.26210092e-01	9.97420709e-10
1	19.28	2.30278150e-01	1.04949756e-09
1	19.28	2.34419365e-01	1.10419588e-09
1	19.28	2.38635054e-01	1.16163908e-09
1	19.28	2.42926555e-01	1.22195563e-09
1	19.28	2.47295234e-01	1.28527922e-09
1	19.28	2.51742476e-01	1.35174889e-09
1	19.28	2.56269696e-01	1.42150918e-09
1	19.28	2.60878331e-01	1.49471026e-09
1	19.28	2.65569845e-01	1.57150805e-09
1	19.28	2.70345730e-01	1.65206437e-09
1	19.28	2.75207502e-01	1.73654707e-09
1	19.28	2.80156706e-01	1.82513009e-09
1	19.28	2.85194914e-01	1.91799364e-09
1	19.28	2.90323726e-01	2.01532426e-09
1	19.28	2.95544773e-01	2.11731489e-09
1	19.28	3.00859713e-01	2.22416501e-09
1	19.28	3.06270234e-01	2.33608063e-09
1	19.28	3.11778056e-01	2.45327440e-09
1	19.28	3.17384927e-01	2.57596561e-09
1	19.28	3.23092630e-01	2.70438023e-09
1	19.28	3.28902978e-01	2.83875090e-09
1	19.28	3.34817816e-01	2.97931689e-09
1	19.28	3.40839024e-01	3.12632410e-09
1	19.28	3.46968515e-01	3.28002497e-09
1	19.28	3.53208235e-01	3.44067837e-09
1	19.28	3.59560168e-01	3.60854951e-09
1	19.28	3.66026331e-01	3.78390980e-09
1	19.28	3.72608778e-01	3.96703661e-09
1	19.28	3.79309601e-01	4.15821316e-09
1	19.28	3.86130928e-01	4.35772818e-09
1	19.28	3.93074927e-01	4.56587567e-09
1	19.28	4.00143804e-01	4.78295458e-09
1	19.28	4.07339804e-01	5.00926847e-09
1	19.28	4.14665214e-01	5.24512505e-09
1	19.28	4.22122360e-01	5.49083582e-09
1	19.28	4.29713613e-01	5.74671550e-09
1	19.28	4.37441382e-01	6.01308159e-09
1	19.28	4.45308125e-01	6.29025372e-09
1	19.28	4.53316339e-01	6.57855306e-09
1	19.28	4.61468569e-01	6.87830166e-09
1	19.28	4.69767406e-01	7.18982174e-09
1	19.28	4.78215484e-01	7.51343488e-09
1	19.28	4.86815489e-01	7.84946128e-09
1	19.28	4.95570152e-01	8.19821887e-09
1	19.28	5.04482256e-01	8.56002242e-09
1	19.28	5.13554630e-01	8.93518259e-09
1	19.28	5.22790158e-01	9.32400496e-09
1	19.28	5.32191773e-01	9.72678902e-09
1	19.28	5.41762462e-01	1.01438271e-08
1	19.28	5.51505266e-01	1.05754032e-08
1	19.28	5.61423281e-01	1.10217922e-08
1	19.28	5.71519656e-01	1.14832581e-08
1	19.28	5.81797600e-01	1.19600534e-08
1	19.28	5.92260377e-01	1.24524179e-08
1	19.28	6.02911312e-01	1.29605770e-08
1	19.28	6.13753789e-01	1.34847412e-08
