L_kpc	mDM_GeV	R_GV	flux
1	48.47	1.37331724e-01	6.08168553e-08
1	48.47	1.39801434e-01	6.41917295e-08
1	48.47	1.42315558e-01	6.77541230e-08
1	48.47	1.44874895e-01	7.15144616e-08
1	48.47	1.47480258e-01	7.54837507e-08
1	48.47	1.50132474e-01	7.96736072e-08
1	48.47	1.52832387e-01	8.40962934e-08
1	48.47	1.55580853e-01	8.87647531e-08
1	48.47	1.58378747e-01	9.36926487e-08
1	48.47	1.61226957e-01	9.88944018e-08
1	48.47	1.64126387e-01	1.04385235e-07
1	48.47	1.67077960e-01	1.10181215e-07
1	48.47	1.70082612e-01	1.16299304e-07
1	48.47	1.73141299e-01	1.22757401e-07
1	48.47	1.76254991e-01	1.29574402e-07
1	48.47	1.79424679e-01	1.36770249e-07
1	48.47	1.82651369e-01	1.44365989e-07
1	48.47	1.85936087e-01	1.52383833e-07
1	48.47	1.89279875e-01	1.60847226e-07
1	48.47	1.92683796e-01	1.69780912e-07
1	48.47	1.96148932e-01	1.79211004e-07
1	48.47	1.99676383e-01	1.89165070e-07
1	48.47	2.03267270e-01	1.99674200e-07
1	48.47	2.06922734e-01	2.10772715e-07
1	48.47	2.10643936e-01	2.22494271e-07
1	48.47	2.14432059e-01	2.34874545e-07
1	48.47	2.18288306e-01	2.47951331e-07
1	48.47	2.22213901e-01	2.61764686e-07
1	48.47	2.26210092e-01	2.76357078e-07
1	48.47	2.30278150e-01	2.91773540e-07
1	48.47	2.34419365e-01	3.08061846e-07
1	48.47	2.38635054e-01	3.25272692e-07
1	48.47	2.42926555e-01	3.43459895e-07
1	48.47	2.47295234e-01	3.62680610e-07
1	48.47	2.51742476e-01	3.82995561e-07
1	48.47	2.56269696e-01	4.04469417e-07
1	48.47	2.60878331e-01	4.27171548e-07
1	48.47	2.65569845e-01	4.51176173e-07
1	48.47	2.70345730e-01	4.76562699e-07
1	48.47	2.75207502e-01	5.03416190e-07
1	48.47	2.80156706e-01	5.31827917e-07
1	48.47	2.85194914e-01	5.61895965e-07
1	48.47	2.90323726e-01	5.93725930e-07
1	48.47	2.95544773e-01	6.27431708e-07
1	48.47	3.00859713e-01	6.63136398e-07
1	48.47	3.06270234e-01	7.00973335e-07
1	48.47	3.11778056e-01	7.41087272e-07
1	48.47	3.17384927e-01	7.83634809e-07
1	48.47	3.23092630e-01	8.28775308e-07
1	48.47	3.28902978e-01	8.76670595e-07
1	48.47	3.34817816e-01	9.27490106e-07
1	48.47	3.40839024e-01	9.81410451e-07
1	48.47	3.46968515e-01	1.03861465e-06
1	48.47	3.53208235e-01	1.09929107e-06
1	48.47	3.59560168e-01	1.16363186e-06
1	48.47	3.66026331e-01	1.23183097e-06
1	48.47	3.72608778e-01	1.30408602e-06
1	48.47	3.79309601e-01	1.38062671e-06
1	48.47	3.86130928e-01	1.46170806e-06
1	48.47	3.93074927e-01	1.54760043e-06
1	48.47	4.00143804e-01	1.63859049e-06
1	48.47	4.07339804e-01	1.73498235e-06
1	48.47	4.14665214e-01	1.83709871e-06
1	48.47	4.22122360e-01	1.94528081e-06
1	48.47	4.29713613e-01	2.05988077e-06
1	48.47	4.37441382e-01	2.18126438e-06
1	48.47	4.45308125e-01	2.30981415e-06
1	48.47	4.53316339e-01	2.44592926e-06
1	48.47	4.61468569e-01	2.59002526e-06
1	48.47	4.69767406e-01	2.74253820e-06
1	48.47	4.78215484e-01	2.90393750e-06
1	48.47	4.86815489e-01	3.07471986e-06
1	48.47	4.95570152e-01	3.25540795e-06
1	48.47	5.04482256e-01	3.44655184e-06
1	48.47	5.13554630e-01	3.64872974e-06
1	48.47	5.22790158e-01	3.86254738e-06
1	48.47	5.32191773e-01	4.08864087e-06
1	48.47	5.41762462e-01	4.32767893e-06
1	48.47	5.51505266e-01	4.58036535e-06
1	48.47	5.61423281e-01	4.84744828e-06
1	48.47	5.71519656e-01	5.12972350e-06
1	48.47	5.81797600e-01	5.42803467e-06
1	48.47	5.92260377e-01	5.74327847e-06
1	48.47	6.02911312e-01	6.07641578e-06
1	48.47	6.13753789e-01	6.42847768e-06
1	48.47	6.24791252e-01	6.80057050e-06
1	48.47	6.36027207e-01	7.19390850e-06
1	48.47	6.47465225e-01	7.60987743e-06
1	48.47	6.59108938e-01	8.05002158e-06
1	48.47	6.70962047e-01	8.51604688e-06
1	48.47	6.83028317e-01	9.00977708e-06
1	48.47	6.95311580e-01	9.53319866e-06
1	48.47	7.07815740e-01	1.00885980e-05
1	48.47	7.20544769e-01	1.06795821e-05
1	48.47	7.33502712e-01	1.13111049e-05
1	48.47	7.46693683e-01	1.19886706e-05
1	48.47	7.60121875e-01	1.27145553e-05
1	48.47	7.73791554e-01	1.34886661e-05
1	48.47	7.87707061e-01	1.43104976e-05
1	48.47	8.01872819e-01	1.51808986e-05
1	48.47	8.16293327e-01	1.61007071e-05
1	48.47	8.30973166e-01	1.70710913e-05
1	48.47	8.45917001e-01	1.80938381e-05
1	48.47	8.61129579e-01	1.91707936e-05
1	48.47	8.76615733e-01	2.03042277e-05
1	48.47	8.92380383e-01	2.14966357e-05
1	48.47	9.08428537e-01	2.27509438e-05
1	48.47	9.24765293e-01	2.40705500e-05
1	48.47	9.41395842e-01	2.54594129e-05
1	48.47	9.58325468e-01	2.69222568e-05
1	48.47	9.75559547e-01	2.84649153e-05
1	48.47	9.93103556e-01	3.00951960e-05
1	48.47	1.01096307e+00	3.18224127e-05
1	48.47	1.02914376e+00	3.36572730e-05
1	48.47	1.04765140e+00	3.56151662e-05
1	48.47	1.06649188e+00	3.77243696e-05
1	48.47	1.08567117e+00	4.00156082e-05
1	48.47	1.10519538e+00	4.24969732e-05
1	48.47	1.12507070e+00	4.51644418e-05
1	48.47	1.14530345e+00	4.79989561e-05
1	48.47	1.16590005e+00	5.09802174e-05
1	48.47	1.18686705e+00	5.41059118e-05
1	48.47	1.20821112e+00	5.73757474e-05
1	48.47	1.22993903e+00	6.07892270e-05
1	48.47	1.25205768e+00	6.43475637e-05
1	48.47	1.27457410e+00	6.80542179e-05
1	48.47	1.29749545e+00	7.19135251e-05
1	48.47	1.32082900e+00	7.59312261e-05
1	48.47	1.34458218e+00	8.01156268e-05
1	48.47	1.36876252e+00	8.44767210e-05
1	48.47	1.39337771e+00	8.90268795e-05
1	48.47	1.41843556e+00	9.37913403e-05
1	48.47	1.44394405e+00	9.87943488e-05
1	48.47	1.46991127e+00	1.04014575e-04
1	48.47	1.49634547e+00	1.09431221e-04
1	48.47	1.52325505e+00	1.15048139e-04
1	48.47	1.55064856e+00	1.20869830e-04
1	48.47	1.57853470e+00	1.26904091e-04
1	48.47	1.60692234e+00	1.33166087e-04
1	48.47	1.63582048e+00	1.39678836e-04
1	48.47	1.66523832e+00	1.46475141e-04
1	48.47	1.69518519e+00	1.53602425e-04
1	48.47	1.72567061e+00	1.61131499e-04
1	48.47	1.75670427e+00	1.69160196e-04
1	48.47	1.78829602e+00	1.77809638e-04
1	48.47	1.82045591e+00	1.87021585e-04
1	48.47	1.85319414e+00	1.96612095e-04
1	48.47	1.88652112e+00	2.06533821e-04
1	48.47	1.92044744e+00	2.16757611e-04
1	48.47	1.95498387e+00	2.27254657e-04
1	48.47	1.99014139e+00	2.38011530e-04
1	48.47	2.02593117e+00	2.49019359e-04
1	48.47	2.06236458e+00	2.60271057e-04
1	48.47	2.09945318e+00	2.71762053e-04
1	48.47	2.13720877e+00	2.83487712e-04
1	48.47	2.17564334e+00	2.95447291e-04
1	48.47	2.21476910e+00	3.07645390e-04
1	48.47	2.25459848e+00	3.20088084e-04
1	48.47	2.29514413e+00	3.32785024e-04
1	48.47	2.33641893e+00	3.45750569e-04
1	48.47	2.37843600e+00	3.59006773e-04
1	48.47	2.42120869e+00	3.72591289e-04
1	48.47	2.46475058e+00	3.86542650e-04
1	48.47	2.50907551e+00	4.00945618e-04
1	48.47	2.55419756e+00	4.15942035e-04
1	48.47	2.60013106e+00	4.31469981e-04
1	48.47	2.64689061e+00	4.47372985e-04
1	48.47	2.69449106e+00	4.63552876e-04
1	48.47	2.74294753e+00	4.79932715e-04
1	48.47	2.79227542e+00	4.96445897e-04
1	48.47	2.84249041e+00	5.13021671e-04
1	48.47	2.89360843e+00	5.29577793e-04
1	48.47	2.94564574e+00	5.46024275e-04
1	48.47	2.99861886e+00	5.62183202e-04
1	48.47	3.05254463e+00	5.78002565e-04
1	48.47	3.10744017e+00	5.93600746e-04
1	48.47	3.16332293e+00	6.08979878e-04
1	48.47	3.22021066e+00	6.24091660e-04
1	48.47	3.27812143e+00	6.38857495e-04
1	48.47	3.33707365e+00	6.53155227e-04
1	48.47	3.39708603e+00	6.66831498e-04
1	48.47	3.45817764e+00	6.79625808e-04
1	48.47	3.52036790e+00	6.91359037e-04
1	48.47	3.58367656e+00	7.02003315e-04
1	48.47	3.64812373e+00	7.11583716e-04
1	48.47	3.71372989e+00	7.20069806e-04
1	48.47	3.78051589e+00	7.27397865e-04
1	48.47	3.84850293e+00	7.33508994e-04
1	48.47	3.91771261e+00	7.38340783e-04
1	48.47	3.98816694e+00	7.41825071e-04
1	48.47	4.05988828e+00	7.43906145e-04
1	48.47	4.13289942e+00	7.44673614e-04
1	48.47	4.20722356e+00	7.44333308e-04
1	48.47	4.28288431e+00	7.42998136e-04
1	48.47	4.35990571e+00	7.40707451e-04
1	48.47	4.43831223e+00	7.37438486e-04
1	48.47	4.51812877e+00	7.33079840e-04
1	48.47	4.59938070e+00	7.27403778e-04
