mDM_GeV	sigmav95_cm3_s	best_sigmav_cm3_s	best_alpha_sec	best_L_kpc	best_minus2loglike	lr_at_limit
1.3170000000e+01	nan	2.1789530410e-10	1.0000000000e+00	2.0252315467e+00	7.0612589858e+01	3.0273002025e+00
2.4650000000e+01	1.2632518379e-21	3.3548042222e-22	1.0000000000e+00	1.9554920173e+00	6.6715684601e+01	3.8404791516e+00
3.4700000000e+01	1.1026473348e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401083501e+00
4.6130000000e+01	4.7997137361e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400887548e+00
6.4930000000e+01	7.4304084986e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401099285e+00
9.1390000000e+01	5.5629070053e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402523166e+00
1.2151000000e+02	1.5083777844e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402814778e+00
1.7102000000e+02	2.3998091593e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400556345e+00
2.2738000000e+02	1.5710331554e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402183449e+00
3.2003000000e+02	9.1854457284e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402092987e+00
4.5044000000e+02	3.0154795597e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402314871e+00
5.9888000000e+02	2.3631363701e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402203350e+00
8.4291000000e+02	3.5053306623e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400307904e+00
1.0000000000e+03	4.2203797178e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402038451e+00
