mDM_GeV	sigmav95_cm3_s	best_sigmav_cm3_s	best_alpha_sec	best_L_kpc	best_minus2loglike	lr_at_limit
1.0800000000e+01	nan	3.4662925139e-19	1.0000000000e+00	2.0259319409e+00	7.0614227843e+01	3.1494994810e+00
2.4980000000e+01	9.8632889436e-22	2.7574288887e-22	1.0000000000e+00	1.9767590909e+00	6.5623610090e+01	3.8405136565e+00
3.4940000000e+01	4.8729619225e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401427259e+00
4.6210000000e+01	9.5008446942e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401960754e+00
6.4620000000e+01	1.0235272874e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400788152e+00
9.0370000000e+01	3.6138197148e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402099420e+00
1.2639000000e+02	7.7501946403e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400277846e+00
1.6715000000e+02	1.3412370243e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401403321e+00
2.3376000000e+02	2.0922332621e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401131678e+00
3.2692000000e+02	5.7993756153e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400217685e+00
4.3234000000e+02	1.2002091998e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401009916e+00
6.0464000000e+02	1.5900229754e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400470335e+00
8.4560000000e+02	3.3368934484e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402685683e+00
1.0000000000e+03	4.6623249690e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401500920e+00
