L_kpc	mDM_GeV	R_GV	flux
1	24.41	1.37331724e-01	4.39618584e-06
1	24.41	1.39801434e-01	4.63600428e-06
1	24.41	1.42315558e-01	4.88883650e-06
1	24.41	1.44874895e-01	5.15538228e-06
1	24.41	1.47480258e-01	5.43637844e-06
1	24.41	1.50132474e-01	5.73260072e-06
1	24.41	1.52832387e-01	6.04486583e-06
1	24.41	1.55580853e-01	6.37403350e-06
1	24.41	1.58378747e-01	6.72100870e-06
1	24.41	1.61226957e-01	7.08674393e-06
1	24.41	1.64126387e-01	7.47224166e-06
1	24.41	1.67077960e-01	7.87855682e-06
1	24.41	1.70082612e-01	8.30679948e-06
1	24.41	1.73141299e-01	8.75813761e-06
1	24.41	1.76254991e-01	9.23380002e-06
1	24.41	1.79424679e-01	9.73507932e-06
1	24.41	1.82651369e-01	1.02633352e-05
1	24.41	1.85936087e-01	1.08199977e-05
1	24.41	1.89279875e-01	1.14065707e-05
1	24.41	1.92683796e-01	1.20246356e-05
1	24.41	1.96148932e-01	1.26758550e-05
1	24.41	1.99676383e-01	1.33619767e-05
1	24.41	2.03267270e-01	1.40848381e-05
1	24.41	2.06922734e-01	1.48463689e-05
1	24.41	2.10643936e-01	1.56485963e-05
1	24.41	2.14432059e-01	1.64936496e-05
1	24.41	2.18288306e-01	1.73837652e-05
1	24.41	2.22213901e-01	1.83212914e-05
1	24.41	2.26210092e-01	1.93086936e-05
1	24.41	2.30278150e-01	2.03485595e-05
1	24.41	2.34419365e-01	2.14436049e-05
1	24.41	2.38635054e-01	2.25966790e-05
1	24.41	2.42926555e-01	2.38107705e-05
1	24.41	2.47295234e-01	2.50890137e-05
1	24.41	2.51742476e-01	2.64346945e-05
1	24.41	2.56269696e-01	2.78512562e-05
1	24.41	2.60878331e-01	2.93423035e-05
1	24.41	2.65569845e-01	3.09116099e-05
1	24.41	2.70345730e-01	3.25631245e-05
1	24.41	2.75207502e-01	3.43009789e-05
1	24.41	2.80156706e-01	3.61294929e-05
1	24.41	2.85194914e-01	3.80531813e-05
1	24.41	2.90323726e-01	4.00767596e-05
1	24.41	2.95544773e-01	4.22051507e-05
1	24.41	3.00859713e-01	4.44434897e-05
1	24.41	3.06270234e-01	4.67971304e-05
1	24.41	3.11778056e-01	4.92716495e-05
1	24.41	3.17384927e-01	5.18728547e-05
1	24.41	3.23092630e-01	5.46068250e-05
1	24.41	3.28902978e-01	5.74799203e-05
1	24.41	3.34817816e-01	6.04987711e-05
1	24.41	3.40839024e-01	6.36702888e-05
1	24.41	3.46968515e-01	6.70016750e-05
1	24.41	3.53208235e-01	7.05004322e-05
1	24.41	3.59560168e-01	7.41743749e-05
1	24.41	3.66026331e-01	7.80316412e-05
1	24.41	3.72608778e-01	8.20807047e-05
1	24.41	3.79309601e-01	8.63303848e-05
1	24.41	3.86130928e-01	9.07898617e-05
1	24.41	3.93074927e-01	9.54686924e-05
1	24.41	4.00143804e-01	1.00376827e-04
1	24.41	4.07339804e-01	1.05524628e-04
1	24.41	4.14665214e-01	1.10922887e-04
1	24.41	4.22122360e-01	1.16582829e-04
1	24.41	4.29713613e-01	1.22515971e-04
1	24.41	4.37441382e-01	1.28734186e-04
1	24.41	4.45308125e-01	1.35249758e-04
1	24.41	4.53316339e-01	1.42075389e-04
1	24.41	4.61468569e-01	1.49224207e-04
1	24.41	4.69767406e-01	1.56709769e-04
1	24.41	4.78215484e-01	1.64546063e-04
1	24.41	4.86815489e-01	1.72747516e-04
1	24.41	4.95570152e-01	1.81328999e-04
1	24.41	5.04482256e-01	1.90305832e-04
1	24.41	5.13554630e-01	1.99693770e-04
1	24.41	5.22790158e-01	2.09508968e-04
1	24.41	5.32191773e-01	2.19767998e-04
1	24.41	5.41762462e-01	2.30487861e-04
1	24.41	5.51505266e-01	2.41685980e-04
1	24.41	5.61423281e-01	2.53380199e-04
1	24.41	5.71519656e-01	2.65588781e-04
1	24.41	5.81797600e-01	2.78330394e-04
1	24.41	5.92260377e-01	2.91624108e-04
1	24.41	6.02911312e-01	3.05489393e-04
1	24.41	6.13753789e-01	3.19946115e-04
1	24.41	6.24791252e-01	3.35014514e-04
1	24.41	6.36027207e-01	3.50715234e-04
1	24.41	6.47465225e-01	3.67069382e-04
1	24.41	6.59108938e-01	3.84098480e-04
1	24.41	6.70962047e-01	4.01824454e-04
1	24.41	6.83028317e-01	4.20269710e-04
1	24.41	6.95311580e-01	4.39457125e-04
1	24.41	7.07815740e-01	4.59410106e-04
1	24.41	7.20544769e-01	4.80153447e-04
1	24.41	7.33502712e-01	5.01713294e-04
1	24.41	7.46693683e-01	5.24116620e-04
1	24.41	7.60121875e-01	5.47389781e-04
1	24.41	7.73791554e-01	5.71559018e-04
1	24.41	7.87707061e-01	5.96648870e-04
1	24.41	8.01872819e-01	6.22676274e-04
1	24.41	8.16293327e-01	6.49654307e-04
1	24.41	8.30973166e-01	6.77598206e-04
1	24.41	8.45917001e-01	7.06526996e-04
1	24.41	8.61129579e-01	7.36458708e-04
1	24.41	8.76615733e-01	7.67409267e-04
1	24.41	8.92380383e-01	7.99392786e-04
1	24.41	9.08428537e-01	8.32421499e-04
1	24.41	9.24765293e-01	8.66505514e-04
1	24.41	9.41395842e-01	9.01651153e-04
1	24.41	9.58325468e-01	9.37859680e-04
1	24.41	9.75559547e-01	9.75126611e-04
1	24.41	9.93103556e-01	1.01343859e-03
1	24.41	1.01096307e+00	1.05277188e-03
1	24.41	1.02914376e+00	1.09308396e-03
1	24.41	1.04765140e+00	1.13431495e-03
1	24.41	1.06649188e+00	1.17637989e-03
1	24.41	1.08567117e+00	1.21915545e-03
