L_kpc	mDM_GeV	R_GV	flux
1	12.29	1.37331724e-01	7.84390936e-06
1	12.29	1.39801434e-01	8.25764921e-06
1	12.29	1.42315558e-01	8.69284001e-06
1	12.29	1.44874895e-01	9.15056535e-06
1	12.29	1.47480258e-01	9.63196139e-06
1	12.29	1.50132474e-01	1.01382192e-05
1	12.29	1.52832387e-01	1.06705872e-05
1	12.29	1.55580853e-01	1.12303738e-05
1	12.29	1.58378747e-01	1.18189501e-05
1	12.29	1.61226957e-01	1.24377525e-05
1	12.29	1.64126387e-01	1.30882858e-05
1	12.29	1.67077960e-01	1.37721260e-05
1	12.29	1.70082612e-01	1.44909236e-05
1	12.29	1.73141299e-01	1.52464064e-05
1	12.29	1.76254991e-01	1.60403834e-05
1	12.29	1.79424679e-01	1.68747480e-05
1	12.29	1.82651369e-01	1.77514814e-05
1	12.29	1.85936087e-01	1.86726568e-05
1	12.29	1.89279875e-01	1.96404425e-05
1	12.29	1.92683796e-01	2.06571067e-05
1	12.29	1.96148932e-01	2.17250205e-05
1	12.29	1.99676383e-01	2.28466618e-05
1	12.29	2.03267270e-01	2.40241988e-05
1	12.29	2.06922734e-01	2.52595898e-05
1	12.29	2.10643936e-01	2.65554293e-05
1	12.29	2.14432059e-01	2.79144016e-05
1	12.29	2.18288306e-01	2.93392872e-05
1	12.29	2.22213901e-01	3.08329635e-05
1	12.29	2.26210092e-01	3.23984057e-05
1	12.29	2.30278150e-01	3.40386874e-05
1	12.29	2.34419365e-01	3.57569812e-05
1	12.29	2.38635054e-01	3.75565592e-05
1	12.29	2.42926555e-01	3.94407929e-05
1	12.29	2.47295234e-01	4.14131529e-05
1	12.29	2.51742476e-01	4.34772079e-05
1	12.29	2.56269696e-01	4.56366247e-05
1	12.29	2.60878331e-01	4.78951678e-05
1	12.29	2.65569845e-01	5.02566969e-05
1	12.29	2.70345730e-01	5.27251649e-05
1	12.29	2.75207502e-01	5.53046147e-05
1	12.29	2.80156706e-01	5.79991768e-05
1	12.29	2.85194914e-01	6.08130651e-05
1	12.29	2.90323726e-01	6.37505733e-05
1	12.29	2.95544773e-01	6.68160703e-05
1	12.29	3.00859713e-01	7.00139949e-05
1	12.29	3.06270234e-01	7.33488506e-05
1	12.29	3.11778056e-01	7.68251992e-05
1	12.29	3.17384927e-01	8.04476572e-05
1	12.29	3.23092630e-01	8.42209204e-05
1	12.29	3.28902978e-01	8.81497603e-05
1	12.29	3.34817816e-01	9.22390059e-05
1	12.29	3.40839024e-01	9.64935412e-05
1	12.29	3.46968515e-01	1.00918305e-04
1	12.29	3.53208235e-01	1.05518291e-04
1	12.29	3.59560168e-01	1.10298548e-04
1	12.29	3.66026331e-01	1.15264190e-04
1	12.29	3.72608778e-01	1.20420310e-04
1	12.29	3.79309601e-01	1.25771431e-04
1	12.29	3.86130928e-01	1.31321598e-04
1	12.29	3.93074927e-01	1.37074526e-04
1	12.29	4.00143804e-01	1.43033524e-04
1	12.29	4.07339804e-01	1.49201410e-04
1	12.29	4.14665214e-01	1.55580417e-04
1	12.29	4.22122360e-01	1.62172237e-04
1	12.29	4.29713613e-01	1.68978803e-04
1	12.29	4.37441382e-01	1.76001956e-04
1	12.29	4.45308125e-01	1.83243088e-04
1	12.29	4.53316339e-01	1.90703107e-04
1	12.29	4.61468569e-01	1.98382392e-04
1	12.29	4.69767406e-01	2.06280694e-04
