mDM_GeV	sigmav95_cm3_s	best_sigmav_cm3_s	best_alpha_sec	best_L_kpc	best_minus2loglike	lr_at_limit
3.3200000000e+01	1.7686160646e+03	8.3003702466e+00	1.0000000000e+00	3.7166903050e+00	6.9273434316e+01	3.8408392530e+00
4.9690000000e+01	5.9949973279e-21	1.2982838042e-21	1.0000000000e+00	1.9409666876e+00	6.9592157099e+01	3.8403268385e+00
6.5020000000e+01	1.7877128149e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400962198e+00
8.8970000000e+01	4.0837299204e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400552713e+00
1.2174000000e+02	8.8295682512e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402927299e+00
1.6659000000e+02	4.9301948050e-22	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8401431811e+00
2.3841000000e+02	2.5292775271e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400144602e+00
3.2624000000e+02	2.2839143517e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400530658e+00
4.4642000000e+02	4.4113357860e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8400405800e+00
6.1088000000e+02	1.9853042409e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402256612e+00
8.3592000000e+02	3.8930954841e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402214635e+00
1.0000000000e+03	7.6866929590e-21	0.0000000000e+00	1.0000000000e+00	2.0084652687e+00	7.1534013323e+01	3.8402832108e+00
