L_kpc	mDM_GeV	R_GV	flux
1	26.06	1.37331724e-01	1.89195876e-21
1	26.06	1.39801434e-01	2.02300296e-21
1	26.06	1.42315558e-01	2.16360445e-21
1	26.06	1.44874895e-01	2.31449950e-21
1	26.06	1.47480258e-01	2.47648437e-21
1	26.06	1.50132474e-01	2.65042045e-21
1	26.06	1.52832387e-01	2.83723988e-21
1	26.06	1.55580853e-01	3.03795168e-21
1	26.06	1.58378747e-01	3.25364848e-21
1	26.06	1.61226957e-01	3.48551381e-21
1	26.06	1.64126387e-01	3.73483007e-21
1	26.06	1.67077960e-01	4.00298730e-21
1	26.06	1.70082612e-01	4.29149265e-21
1	26.06	1.73141299e-01	4.60198085e-21
1	26.06	1.76254991e-01	4.93622560e-21
1	26.06	1.79424679e-01	5.29615199e-21
1	26.06	1.82651369e-01	5.68385020e-21
1	26.06	1.85936087e-01	6.10159041e-21
1	26.06	1.89279875e-01	6.55183911e-21
1	26.06	1.92683796e-01	7.03727706e-21
1	26.06	1.96148932e-01	7.56081966e-21
1	26.06	1.99676383e-01	8.12564050e-21
1	26.06	2.03267270e-01	8.73644299e-21
1	26.06	2.06922734e-01	9.39933690e-21
1	26.06	2.10643936e-01	1.01193872e-20
1	26.06	2.14432059e-01	1.09022323e-20
1	26.06	2.18288306e-01	1.17541388e-20
1	26.06	2.22213901e-01	1.26820810e-20
1	26.06	2.26210092e-01	1.36938328e-20
1	26.06	2.30278150e-01	1.47980692e-20
1	26.06	2.34419365e-01	1.60044835e-20
1	26.06	2.38635054e-01	1.73239210e-20
1	26.06	2.42926555e-01	1.87685313e-20
1	26.06	2.47295234e-01	2.03519443e-20
1	26.06	2.51742476e-01	2.20894707e-20
1	26.06	2.56269696e-01	2.39983332e-20
1	26.06	2.60878331e-01	2.60979333e-20
1	26.06	2.65569845e-01	2.84101578e-20
1	26.06	2.70345730e-01	3.09597334e-20
1	26.06	2.75207502e-01	3.37746369e-20
1	26.06	2.80156706e-01	3.68865705e-20
1	26.06	2.85194914e-01	4.03315128e-20
1	26.06	2.90323726e-01	4.41503602e-20
1	26.06	2.95544773e-01	4.83896731e-20
1	26.06	3.00859713e-01	5.31025462e-20
1	26.06	3.06270234e-01	5.83496258e-20
1	26.06	3.11778056e-01	6.42002997e-20
1	26.06	3.17384927e-01	7.07340934e-20
1	26.06	3.23092630e-01	7.80423087e-20
1	26.06	3.28902978e-01	8.62299535e-20
1	26.06	3.34817816e-01	9.54180154e-20
1	26.06	3.40839024e-01	1.05746148e-19
1	26.06	3.46968515e-01	1.17375849e-19
1	26.06	3.53208235e-01	1.30494231e-19
1	26.06	3.59560168e-01	1.45318494e-19
1	26.06	3.66026331e-01	1.62101262e-19
1	26.06	3.72608778e-01	1.81136934e-19
1	26.06	3.79309601e-01	2.02769283e-19
1	26.06	3.86130928e-01	2.27400559e-19
1	26.06	3.93074927e-01	2.55502404e-19
1	26.06	4.00143804e-01	2.87628986e-19
1	26.06	4.07339804e-01	3.24432832e-19
1	26.06	4.14665214e-01	3.66683938e-19
1	26.06	4.22122360e-01	4.15292920e-19
1	26.06	4.29713613e-01	4.71339092e-19
1	26.06	4.37441382e-01	5.36104603e-19
1	26.06	4.45308125e-01	6.11116043e-19
1	26.06	4.53316339e-01	6.98195254e-19
1	26.06	4.61468569e-01	7.99521550e-19
