L_kpc	mDM_GeV	R_GV	flux
1	70.93	1.37331724e-01	4.55149391e-22
1	70.93	1.39801434e-01	4.86654236e-22
1	70.93	1.42315558e-01	5.20455057e-22
1	70.93	1.44874895e-01	5.56728586e-22
1	70.93	1.47480258e-01	5.95665936e-22
1	70.93	1.50132474e-01	6.37473836e-22
1	70.93	1.52832387e-01	6.82375984e-22
1	70.93	1.55580853e-01	7.30614510e-22
1	70.93	1.58378747e-01	7.82451585e-22
1	70.93	1.61226957e-01	8.38171172e-22
1	70.93	1.64126387e-01	8.98080936e-22
1	70.93	1.67077960e-01	9.62514335e-22
1	70.93	1.70082612e-01	1.03183290e-21
1	70.93	1.73141299e-01	1.10642873e-21
1	70.93	1.76254991e-01	1.18672722e-21
1	70.93	1.79424679e-01	1.27319005e-21
1	70.93	1.82651369e-01	1.36631844e-21
1	70.93	1.85936087e-01	1.46665674e-21
1	70.93	1.89279875e-01	1.57479632e-21
1	70.93	1.92683796e-01	1.69137985e-21
1	70.93	1.96148932e-01	1.81710623e-21
1	70.93	1.99676383e-01	1.95273616e-21
1	70.93	2.03267270e-01	2.09939683e-21
1	70.93	2.06922734e-01	2.25855220e-21
1	70.93	2.10643936e-01	2.43141578e-21
1	70.93	2.14432059e-01	2.61933832e-21
1	70.93	2.18288306e-01	2.82382082e-21
1	70.93	2.22213901e-01	3.04653371e-21
1	70.93	2.26210092e-01	3.28933857e-21
1	70.93	2.30278150e-01	3.55431259e-21
1	70.93	2.34419365e-01	3.84377648e-21
1	70.93	2.38635054e-01	4.16032636e-21
1	70.93	2.42926555e-01	4.50687025e-21
1	70.93	2.47295234e-01	4.88666998e-21
1	70.93	2.51742476e-01	5.30338911e-21
1	70.93	2.56269696e-01	5.76114820e-21
1	70.93	2.60878331e-01	6.26458832e-21
1	70.93	2.65569845e-01	6.81894431e-21
1	70.93	2.70345730e-01	7.43012938e-21
1	70.93	2.75207502e-01	8.10483293e-21
1	70.93	2.80156706e-01	8.85063391e-21
1	70.93	2.85194914e-01	9.67613228e-21
1	70.93	2.90323726e-01	1.05911019e-20
1	70.93	2.95544773e-01	1.16066683e-20
1	70.93	3.00859713e-01	1.27355164e-20
1	70.93	3.06270234e-01	1.39921326e-20
1	70.93	3.11778056e-01	1.53930886e-20
1	70.93	3.17384927e-01	1.69573735e-20
1	70.93	3.23092630e-01	1.87067848e-20
1	70.93	3.28902978e-01	2.06663871e-20
1	70.93	3.34817816e-01	2.28650539e-20
1	70.93	3.40839024e-01	2.53361069e-20
1	70.93	3.46968515e-01	2.81180721e-20
1	70.93	3.53208235e-01	3.12555769e-20
1	70.93	3.59560168e-01	3.48004148e-20
1	70.93	3.66026331e-01	3.88128127e-20
1	70.93	3.72608778e-01	4.33629428e-20
1	70.93	3.79309601e-01	4.85327284e-20
1	70.93	3.86130928e-01	5.44180067e-20
1	70.93	3.93074927e-01	6.11311227e-20
1	70.93	4.00143804e-01	6.88040501e-20
1	70.93	4.07339804e-01	7.75921491e-20
1	70.93	4.14665214e-01	8.76787071e-20
1	70.93	4.22122360e-01	9.92804319e-20
1	70.93	4.29713613e-01	1.12654117e-19
1	70.93	4.37441382e-01	1.28104741e-19
1	70.93	4.45308125e-01	1.45995337e-19
1	70.93	4.53316339e-01	1.66759045e-19
1	70.93	4.61468569e-01	1.90913863e-19
1	70.93	4.69767406e-01	2.19080744e-19
1	70.93	4.78215484e-01	2.52005861e-19
1	70.93	4.86815489e-01	2.90588035e-19
1	70.93	4.95570152e-01	3.35912641e-19
1	70.93	5.04482256e-01	3.89293592e-19
1	70.93	5.13554630e-01	4.52325486e-19
1	70.93	5.22790158e-01	5.26948528e-19
1	70.93	5.32191773e-01	6.15529512e-19
1	70.93	5.41762462e-01	7.20963142e-19
1	70.93	5.51505266e-01	8.46799114e-19
1	70.93	5.61423281e-01	9.97401936e-19
1	70.93	5.71519656e-01	1.17815238e-18
1	70.93	5.81797600e-01	1.39570205e-18
1	70.93	5.92260377e-01	1.65829597e-18
1	70.93	6.02911312e-01	1.97618259e-18
1	70.93	6.13753789e-01	2.36213592e-18
1	70.93	6.24791252e-01	2.83212227e-18
1	70.93	6.36027207e-01	3.40615431e-18
1	70.93	6.47465225e-01	4.10938786e-18
1	70.93	6.59108938e-01	4.97353341e-18
1	70.93	6.70962047e-01	6.03867842e-18
1	70.93	6.83028317e-01	7.35564684e-18
1	70.93	6.95311580e-01	8.98906049e-18
1	70.93	7.07815740e-01	1.10213230e-17
1	70.93	7.20544769e-01	1.35578200e-17
1	70.93	7.33502712e-01	1.67337219e-17
1	70.93	7.46693683e-01	2.07229087e-17
1	70.93	7.60121875e-01	2.57497134e-17
1	70.93	7.73791554e-01	3.21044112e-17
1	70.93	7.87707061e-01	4.01637047e-17
1	70.93	8.01872819e-01	5.04179012e-17
1	70.93	8.16293327e-01	6.35070418e-17
1	70.93	8.30973166e-01	8.02690875e-17
1	70.93	8.45917001e-01	1.01804342e-16
1	70.93	8.61129579e-01	1.29561802e-16
1	70.93	8.76615733e-01	1.65455254e-16
1	70.93	8.92380383e-01	2.12019689e-16
1	70.93	9.08428537e-01	2.72622704e-16
1	70.93	9.24765293e-01	3.51750861e-16
1	70.93	9.41395842e-01	4.55398635e-16
1	70.93	9.58325468e-01	5.91598099e-16
1	70.93	9.75559547e-01	7.71141971e-16
1	70.93	9.93103556e-01	1.00857326e-15
1	70.93	1.01096307e+00	1.32354303e-15
1	70.93	1.02914376e+00	1.74267781e-15
1	70.93	1.04765140e+00	2.30215427e-15
1	70.93	1.06649188e+00	3.05125702e-15
1	70.93	1.08567117e+00	4.05730739e-15
1	70.93	1.10519538e+00	5.41250506e-15
1	70.93	1.12507070e+00	7.24344937e-15
1	70.93	1.14530345e+00	9.72441446e-15
1	70.93	1.16590005e+00	1.30959030e-14
1	70.93	1.18686705e+00	1.76906233e-14
1	70.93	1.20821112e+00	2.39699432e-14
1	70.93	1.22993903e+00	3.25751348e-14
1	70.93	1.25205768e+00	4.43995510e-14
1	70.93	1.27457410e+00	6.06904712e-14
1	70.93	1.29749545e+00	8.31930457e-14
1	70.93	1.32082900e+00	1.14354106e-13
1	70.93	1.34458218e+00	1.57611138e-13
1	70.93	1.36876252e+00	2.17802725e-13
1	70.93	1.39337771e+00	3.01752188e-13
1	70.93	1.41843556e+00	4.19098841e-13
1	70.93	1.44394405e+00	5.83483249e-13
1	70.93	1.46991127e+00	8.14239258e-13
1	70.93	1.49634547e+00	1.13881274e-12
1	70.93	1.52325505e+00	1.59622203e-12
1	70.93	1.55064856e+00	2.24201170e-12
1	70.93	1.57853470e+00	3.15536100e-12
1	70.93	1.60692234e+00	4.44929053e-12
1	70.93	1.63582048e+00	6.28521552e-12
1	70.93	1.66523832e+00	8.89407236e-12
1	70.93	1.69518519e+00	1.26072104e-11
1	70.93	1.72567061e+00	1.78966156e-11
1	70.93	1.75670427e+00	2.54405160e-11
1	70.93	1.78829602e+00	3.62416025e-11
1	70.93	1.82045591e+00	5.16231904e-11
1	70.93	1.85319414e+00	7.35786108e-11
1	70.93	1.88652112e+00	1.06039429e-10
