L_kpc	mDM_GeV	R_GV	flux
1	9.4	1.37331724e-01	1.63727994e-05
1	9.4	1.39801434e-01	1.72291078e-05
1	9.4	1.42315558e-01	1.81293003e-05
1	9.4	1.44874895e-01	1.90755569e-05
1	9.4	1.47480258e-01	2.00701600e-05
1	9.4	1.50132474e-01	2.11154995e-05
1	9.4	1.52832387e-01	2.22140773e-05
1	9.4	1.55580853e-01	2.33685115e-05
1	9.4	1.58378747e-01	2.45815421e-05
1	9.4	1.61226957e-01	2.58560353e-05
1	9.4	1.64126387e-01	2.71949890e-05
1	9.4	1.67077960e-01	2.86015384e-05
1	9.4	1.70082612e-01	3.00789611e-05
1	9.4	1.73141299e-01	3.16306831e-05
1	9.4	1.76254991e-01	3.32602845e-05
1	9.4	1.79424679e-01	3.49715074e-05
1	9.4	1.82651369e-01	3.67682626e-05
1	9.4	1.85936087e-01	3.86546343e-05
1	9.4	1.89279875e-01	4.06348874e-05
1	9.4	1.92683796e-01	4.27134742e-05
1	9.4	1.96148932e-01	4.48950403e-05
1	9.4	1.99676383e-01	4.71844308e-05
1	9.4	2.03267270e-01	4.95856055e-05
1	9.4	2.06922734e-01	5.21018955e-05
1	9.4	2.10643936e-01	5.47381906e-05
1	9.4	2.14432059e-01	5.74995179e-05
1	9.4	2.18288306e-01	6.03910541e-05
1	9.4	2.22213901e-01	6.34181217e-05
1	9.4	2.26210092e-01	6.65861853e-05
1	9.4	2.30278150e-01	6.99008481e-05
1	9.4	2.34419365e-01	7.33678467e-05
1	9.4	2.38635054e-01	7.69930451e-05
1	9.4	2.42926555e-01	8.07824278e-05
1	9.4	2.47295234e-01	8.47420908e-05
1	9.4	2.51742476e-01	8.88782316e-05
1	9.4	2.56269696e-01	9.31971386e-05
1	9.4	2.60878331e-01	9.77051827e-05
1	9.4	2.65569845e-01	1.02408799e-04
1	9.4	2.70345730e-01	1.07314472e-04
1	9.4	2.75207502e-01	1.12428711e-04
1	9.4	2.80156706e-01	1.17758035e-04
1	9.4	2.85194914e-01	1.23308947e-04
1	9.4	2.90323726e-01	1.29087903e-04
1	9.4	2.95544773e-01	1.35101293e-04
1	9.4	3.00859713e-01	1.41355399e-04
1	9.4	3.06270234e-01	1.47856364e-04
1	9.4	3.11778056e-01	1.54610156e-04
1	9.4	3.17384927e-01	1.61622522e-04
1	9.4	3.23092630e-01	1.68898958e-04
1	9.4	3.28902978e-01	1.76444664e-04
1	9.4	3.34817816e-01	1.84264479e-04
1	9.4	3.40839024e-01	1.92362832e-04
1	9.4	3.46968515e-01	2.00743677e-04
1	9.4	3.53208235e-01	2.09410435e-04
1	9.4	3.59560168e-01	2.18365921e-04
1	9.4	3.66026331e-01	2.27612275e-04
1	9.4	3.72608778e-01	2.37150891e-04
1	9.4	3.79309601e-01	2.46982349e-04
1	9.4	3.86130928e-01	2.57106336e-04
1	9.4	3.93074927e-01	2.67521547e-04
1	9.4	4.00143804e-01	2.78225598e-04
1	9.4	4.07339804e-01	2.89214934e-04
1	9.4	4.14665214e-01	3.00484733e-04
1	9.4	4.22122360e-01	3.12028820e-04
1	9.4	4.29713613e-01	3.23839645e-04
1	9.4	4.37441382e-01	3.35908165e-04
1	9.4	4.45308125e-01	3.48223721e-04
1	9.4	4.53316339e-01	3.60773945e-04
1	9.4	4.61468569e-01	3.73544671e-04
1	9.4	4.69767406e-01	3.86519948e-04
1	9.4	4.78215484e-01	3.99682248e-04
1	9.4	4.86815489e-01	4.13012230e-04
1	9.4	4.95570152e-01	4.26488631e-04
1	9.4	5.04482256e-01	4.40088235e-04
1	9.4	5.13554630e-01	4.53786205e-04
1	9.4	5.22790158e-01	4.67557025e-04
1	9.4	5.32191773e-01	4.81373930e-04
1	9.4	5.41762462e-01	4.95208814e-04
1	9.4	5.51505266e-01	5.09032625e-04
1	9.4	5.61423281e-01	5.22818843e-04
1	9.4	5.71519656e-01	5.36543479e-04
1	9.4	5.81797600e-01	5.50183624e-04
1	9.4	5.92260377e-01	5.63718621e-04
1	9.4	6.02911312e-01	5.77138156e-04
1	9.4	6.13753789e-01	5.90441324e-04
1	9.4	6.24791252e-01	6.03633716e-04
1	9.4	6.36027207e-01	6.16740748e-04
1	9.4	6.47465225e-01	6.29833484e-04
1	9.4	6.59108938e-01	6.43010863e-04
1	9.4	6.70962047e-01	6.56368900e-04
1	9.4	6.83028317e-01	6.69822187e-04
1	9.4	6.95311580e-01	6.83167243e-04
1	9.4	7.07815740e-01	6.96168977e-04
1	9.4	7.20544769e-01	7.08694590e-04
1	9.4	7.33502712e-01	7.20680554e-04
1	9.4	7.46693683e-01	7.32059111e-04
1	9.4	7.60121875e-01	7.42743728e-04
1	9.4	7.73791554e-01	7.52634994e-04
1	9.4	7.87707061e-01	7.61633902e-04
1	9.4	8.01872819e-01	7.69658574e-04
1	9.4	8.16293327e-01	7.76630805e-04
1	9.4	8.30973166e-01	7.82475483e-04
1	9.4	8.45917001e-01	7.87121846e-04
1	9.4	8.61129579e-01	7.90504282e-04
1	9.4	8.76615733e-01	7.92570057e-04
1	9.4	8.92380383e-01	7.93276782e-04
1	9.4	9.08428537e-01	7.92622347e-04
1	9.4	9.24765293e-01	7.90637839e-04
1	9.4	9.41395842e-01	7.87365149e-04
1	9.4	9.58325468e-01	7.82855450e-04
1	9.4	9.75559547e-01	7.77319300e-04
1	9.4	9.93103556e-01	7.71346320e-04
1	9.4	1.01096307e+00	7.65368025e-04
1	9.4	1.02914376e+00	7.59107860e-04
1	9.4	1.04765140e+00	7.52137367e-04
1	9.4	1.06649188e+00	7.44090657e-04
1	9.4	1.08567117e+00	7.34657448e-04
1	9.4	1.10519538e+00	7.23677758e-04
1	9.4	1.12507070e+00	7.11046338e-04
